column,depth_r2,series_eta2,detection,mean_expr,arm,gene
36660,0.20470907973386068,0.8048485100844606,0.9478545539576757,4.642537040960213,centrality_only,BBS7-DT
4595,0.6442399063169996,0.7607286068357897,0.979422424880159,8.530397816344365,centrality_only,BCAS2
34687,0.5068025433713018,0.7790349213864507,0.96211855489302,5.115567128309573,centrality_only,BCDIN3D-AS1
21163,0.29177988559553764,0.7851501086227414,0.9648076698234538,5.579947737717537,centrality_only,BCL10-AS1
2142,0.8248535873856135,0.8602333924873072,0.9826961300128609,9.585770424494168,centrality_only,BCL2L13
16270,0.19526403247595073,0.7527243624391994,0.9623523909739273,4.387536187611253,centrality_only,BCL2L15
474,0.6767225824893536,0.8035381885463059,0.9863205892669239,10.970667483471269,centrality_only,BCLAF1
14112,0.7738839812793045,0.8618520227730609,0.9790716707587981,8.8503718551078,centrality_only,BET1L
4459,0.7310125729947795,0.8687869053981869,0.9871390155500994,10.576072324873564,centrality_only,BIRC6
43329,0.14951551451820447,0.795613370162485,0.7163568338594645,2.2301534427950345,centrality_only,BIRC6-AS2
6904,0.7716642529815265,0.8313672914094891,0.9802408511633345,8.693963041281012,centrality_only,BIVM
2028,0.1957295959208971,0.8432884962569284,0.8965275341985268,4.058225356666969,centrality_only,BLNK
18041,0.06294197623240984,0.8946601868565845,0.3501695311586578,1.2425097210231921,centrality_only,BMP2KL
18064,0.445511872148412,0.8068338340505726,0.9731088506956623,6.9452839319321,centrality_only,BMS1P1
38953,0.07911911621481751,0.7919756624091799,0.41716356833859464,1.0990821408010094,centrality_only,BNIP3P25
6324,0.00018357151828138997,0.38094437363635203,0.07775049690167193,0.14925901832377633,centrality_only,BPIFA2
6327,0.022101069567091222,0.8001445201456021,0.19501929147667485,0.5581386613801225,centrality_only,BPIFA3
15328,0.004668489967930663,0.39701903445842424,0.16941424061732727,0.3227179125291094,centrality_only,BPIFC
2893,0.7641535743358618,0.8612483215182437,0.9838653104173974,10.385306789709729,centrality_only,BPNT2
10024,0.7240303872379543,0.8641601671771659,0.9864375073073776,8.96403567414388,centrality_only,BRAF
2302,0.7393289490553252,0.8750968239752541,0.9752133754238279,8.521733485257208,centrality_only,BRD1
35214,0.010911724187365194,0.6179165081165923,0.14006781246346311,0.2564210209333031,centrality_only,BRD7P1
12356,0.07557075795031272,0.8046331715620129,0.4756225885654156,1.3901315142672674,centrality_only,BRD7P3
20519,0.05717257959360273,0.8019472116104636,0.43341517596165086,1.2128650591719936,centrality_only,BRD7P4
15452,0.7290836990429018,0.8850514719523763,0.9739272769788379,7.946603408866663,centrality_only,BRF1
15599,0.7130420887844202,0.8402764235791985,0.9857359990646557,10.045805655138459,centrality_only,BRWD1
11097,0.39497295727297793,0.874302200045991,0.8867064188004209,4.809617816572592,centrality_only,BSN
10606,0.10454330772820875,0.7274675361313802,0.8227522506722788,2.464114102218411,centrality_only,BSND
2026,0.7020273917150647,0.8508063316634858,0.9816438676487782,9.515309339069727,centrality_only,BTAF1
26141,0.1833520604477827,0.8231611557385865,0.7621887057172921,2.7616604515422676,centrality_only,BTBD18
8660,0.5290319354922078,0.8071355468211177,0.9886589500759967,11.802952665634828,centrality_only,BTF3
11642,0.7483759841411138,0.8598219251048935,0.9802408511633345,8.783081186259544,centrality_only,BTRC
1151,0.7929234639228451,0.8327892449568841,0.9822284578510464,8.968221249962834,centrality_only,BUD23
17968,0.21370960132860392,0.8575618706275766,0.8787559920495732,4.470973071836804,centrality_only,BVES-AS1
39270,0.5039847191599853,0.7850881824724547,0.974511867181106,6.194573867506386,centrality_only,C10ORF95-AS1
14491,0.04272795910307886,0.7811974566013169,0.41283760084180987,1.1306191998783586,centrality_only,C12ORF40
11555,0.1858740508009768,0.7982588366601912,0.9181573716824506,4.055502936196971,centrality_only,C12ORF50
16160,0.5796451612296266,0.8662654901134808,0.8183093651350404,4.220933629130392,centrality_only,C15ORF62
15665,0.11613828028851782,0.8518820924426458,0.8954752718344441,3.658972484597432,centrality_only,C16ORF54
14952,0.7958502877686005,0.8704925751971895,0.9874897696714603,10.58265482665753,centrality_only,C16ORF72
18497,0.13601510944792916,0.8015778579876162,0.6734479130129779,2.2232190738654785,centrality_only,C16ORF96
19415,0.37907977675296356,0.7844735398502134,0.8920846486612884,3.8211317199246304,centrality_only,C1ORF220
8359,0.819778318689583,0.8310217696014274,0.9863205892669239,10.448620279727589,centrality_only,C1ORF43
29221,0.1285686628552533,0.7712581939409933,0.6593008301180873,2.173876636198051,centrality_only,C1QTNF9
18524,0.29514020958900977,0.7913986555018432,0.9669121945516194,5.331496080445725,centrality_only,C21ORF62-AS1
7114,0.7654634752296843,0.8040367187140627,0.9773179001519935,8.179933102566025,centrality_only,C2ORF49
9241,0.1673549434983779,0.7655448175962978,0.952648193616275,4.191947467826367,centrality_only,C2ORF50
16055,0.007464211094542549,0.4750918050594886,0.19420086519349936,0.4159310540162819,centrality_only,C2ORF78
23638,0.45145121324492415,0.7859693749768741,0.9674967847538876,5.515818556818811,centrality_only,C2ORF92
1775,0.639173201845972,0.8567679545679057,0.954285046182626,6.889682269927063,centrality_only,C3ORF18
29406,0.05344526814237647,0.8171516108960007,0.312872676253946,0.8600183662079822,centrality_only,C3ORF85
12054,0.09974750628756854,0.8452897414375561,0.6059862036712265,1.8339017864752691,centrality_only,C3P1
5388,0.11529416401419816,0.816985170318122,0.5457734128376008,1.6518904943710375,centrality_only,C4BPA
21584,0.04293892851619048,0.7980258015704488,0.23032853969367473,0.6260601155425908,centrality_only,C4BPAP1
