variant,negative_pool,n_folds_ran,n_folds_skipped,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std
BulkFormer-147M,neg_whole_corpus,5,0,0.9410494492606981,0.024424075567265065,0.8880267882270092,0.03537011611404959,0.9116338973714576,0.02187005203078616,0.8215928857947337,0.09196889865065586,0.9416622771703815,0.010442706959575672,0.8204893874263745,0.053104789078450475,0.07137844562530518,0.01851352998672861
