variant,negative_pool,n_folds_ran,n_folds_skipped,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std
BulkFormer-127M,neg_whole_corpus,5,0,0.9428176076393825,0.02700614397707245,0.8976036877403569,0.04362255938790251,0.9091126864604535,0.017078866642509547,0.8278911628532869,0.08171432365196846,0.9361993771322024,0.010004218779633645,0.8180071308126774,0.04340299840344273,0.0718873955309391,0.015696551958198846
