variant,negative_pool,n_folds_ran,n_folds_skipped,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std
BulkFormer-93M,neg_hard,5,0,0.8005027589067442,0.18718749466494697,0.672268305568217,0.2231120932090414,0.765179141898424,0.12312126580898107,0.6523327463971658,0.2136181484974636,0.8093104199407308,0.11446395240900038,0.614351410259607,0.20436951822610092,0.1736944541335106,0.09574967275228559
