variant,negative_pool,n_folds_ran,n_folds_skipped,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std
BulkFormer-127M,neg_hard,5,0,0.7195562797021366,0.21451448673193393,0.5662392912071369,0.2738338454985048,0.7102542941658261,0.13176948249162995,0.6198253730670663,0.19333589096854878,0.745556704037181,0.14848567205138574,0.5563826736983452,0.19235612058911486,0.2357316181063652,0.11880386958526286
