gene,in_variance_set,in_centrality_set,in_kegg_set,n_sources,variance,variance_rank,in_degree,centrality_rank,kegg_pathway
LAMA1,True,False,True,2,11.711262366408045,1556.0,,,both
LAMA2,True,False,True,2,15.68293513105012,489.0,,,both
LAMA3,True,False,False,1,9.05507090394619,3778.0,,,
LAMA4,True,False,False,1,13.817414024618484,845.0,,,
LAMA5,True,False,False,1,12.586527643868106,1174.0,,,
LAMB1,True,False,False,1,11.809803076315667,1503.0,,,
LAMB2,True,False,False,1,14.657658923944211,660.0,,,
LAMB3,True,False,False,1,9.347503064017785,3403.0,,,
LAMC1,True,False,False,1,11.481482391136842,1682.0,,,
LAMC2,True,False,False,1,8.691139760986832,4272.0,,,
LAPTM4B,True,False,False,1,10.177645182667264,2583.0,,,
LAPTM5,True,False,False,1,20.861938362846978,151.0,,,
LARGE1,True,True,False,2,9.814469698072733,2904.0,279.0,4409.0,
LARP1,False,True,False,1,,,338.0,3140.0,
LARP6,True,False,False,1,8.615078675345002,4390.0,,,
LARS1,False,True,False,1,,,338.0,3134.0,
LARS2,False,True,False,1,,,321.0,3445.0,
LASP1,True,True,False,2,9.547537831385323,3191.0,335.0,3171.0,
LAT2,False,True,False,1,,,477.0,1602.0,
LATS1,False,True,False,1,,,421.0,2098.0,
LAX1,False,True,False,1,,,288.0,4178.0,
LBH,True,False,False,1,10.908322010174448,2049.0,,,
LCE1E,False,True,False,1,,,266.0,4787.0,
LCK,True,False,False,1,8.6028136909265,4405.0,,,
LCN12,False,True,False,1,,,412.0,2182.0,
LCNL1,True,False,False,1,8.450370507434222,4659.0,,,
LCP1,True,False,False,1,18.722502487807823,233.0,,,
LCP2,True,True,False,2,14.873613949414382,628.0,575.0,1048.0,
LDB2,True,False,False,1,12.303927808067996,1290.0,,,
LDB3,True,True,False,2,30.037910752674332,34.0,471.0,1643.0,
LDHD,True,False,False,1,11.755932731577095,1529.0,,,
LDLR,True,False,False,1,9.072872853150438,3760.0,,,
LDLRAD4,True,True,False,2,10.404931324349922,2404.0,362.0,2763.0,
LEF1,True,False,False,1,11.16034507530802,1897.0,,,
LEFTY2,True,False,False,1,11.060452187341369,1953.0,,,
LEMD2,False,True,False,1,,,287.0,4217.0,
LENG1,True,False,False,1,8.432196188060892,4676.0,,,
LENG8,True,False,False,1,18.049769103766828,263.0,,,
LFNG,True,False,False,1,9.491521357136223,3261.0,,,
LGALS1,True,False,False,1,12.858069271712155,1091.0,,,
LGALS3BP,True,False,False,1,13.860547190216735,836.0,,,
LGALS9,True,False,False,1,11.42535382555232,1722.0,,,
LGI2,True,False,False,1,13.922119366957842,821.0,,,
LGI4,True,False,False,1,11.470041331732622,1688.0,,,
LGR4,True,False,False,1,9.93450409648055,2795.0,,,
LGR5,True,False,False,1,8.573883833259003,4453.0,,,
LHFPL5,False,True,False,1,,,936.0,357.0,
LHX4,False,True,False,1,,,397.0,2333.0,
LHX6,True,False,False,1,9.044747371396076,3789.0,,,
LIF,True,False,False,1,13.866110993425822,834.0,,,
LIFR,True,False,False,1,10.610550077964367,2249.0,,,
LILRA5,False,True,False,1,,,449.0,1822.0,
LILRB5,False,True,False,1,,,292.0,4086.0,
LIMCH1,True,False,False,1,10.67341534315713,2204.0,,,
LIME1,True,False,False,1,8.330572461961355,4858.0,,,
LIMS2,True,False,False,1,12.386255778114592,1248.0,,,
LIN28A,True,False,False,1,9.843932836773924,2872.0,,,
LIN28B,True,False,False,1,10.520725907158852,2316.0,,,
LIN7A,True,False,False,1,9.232897632411648,3542.0,,,
LINC02218,False,True,False,1,,,294.0,4048.0,
LINGO1,True,False,False,1,9.440938383343802,3311.0,,,
LIPE,True,False,False,1,8.453081743555101,4656.0,,,
LIPG,True,False,False,1,10.259292703393244,2513.0,,,
LIPN,False,True,False,1,,,445.0,1861.0,
LIX1,True,False,False,1,10.168580508367178,2594.0,,,
LLGL1,True,True,False,2,11.072808640715357,1944.0,391.0,2410.0,
LLGL2,True,False,False,1,11.011985847400494,1979.0,,,
LMF2,True,True,False,2,11.153264836652692,1902.0,552.0,1167.0,
LMNA,True,False,True,2,9.5777372151553,3163.0,,,both
LMNB1,True,False,False,1,12.559652158890938,1186.0,,,
LMNB2,True,True,False,2,11.225775914111814,1856.0,273.0,4585.0,
LMO2,True,False,False,1,11.334306291665165,1775.0,,,
LMO7,True,False,False,1,10.032285862309518,2705.0,,,
LMOD1,True,False,False,1,14.882165926070876,625.0,,,
LMOD2,True,True,False,2,32.47982138634987,26.0,284.0,4287.0,
LMOD3,True,False,False,1,13.684132340498284,873.0,,,
LONP1,True,True,False,2,9.666463117912066,3071.0,347.0,2999.0,
LONRF2,True,True,False,2,10.90486048744926,2055.0,424.0,2066.0,
LONRF3,True,False,False,1,8.623204420815897,4377.0,,,
LOX,True,False,False,1,15.77217498222982,475.0,,,
LOXL1,True,False,False,1,13.736061192190556,863.0,,,
LOXL2,True,False,False,1,13.695930642307118,869.0,,,
LOXL3,True,False,False,1,8.670079892035849,4312.0,,,
LOXL4,True,False,False,1,11.28665953017807,1818.0,,,
LPA,False,True,False,1,,,528.0,1263.0,
LPAR1,True,False,False,1,13.45926924240425,927.0,,,
LPAR4,True,False,False,1,9.565593884565496,3178.0,,,
LPCAT1,True,False,False,1,11.789222305823602,1514.0,,,
LPCAT3,True,False,False,1,9.102702110267616,3716.0,,,
LPCAT4,True,False,False,1,8.41942411660381,4700.0,,,
LPL,True,False,False,1,28.129326570380226,48.0,,,
LRATD2,True,False,False,1,12.380299434784876,1251.0,,,
LRCH3,False,True,False,1,,,497.0,1466.0,
LRCH4,True,False,False,1,8.465103267164757,4639.0,,,
LRFN4,True,False,False,1,10.260211775341164,2512.0,,,
LRIG1,True,False,False,1,14.058611688109924,784.0,,,
LRIG2,False,True,False,1,,,387.0,2459.0,
LRIG3,True,False,False,1,10.135819834799715,2617.0,,,
LRP1,True,False,False,1,15.560190869277722,511.0,,,
LRP11,True,False,False,1,9.090124123673514,3739.0,,,
LRP1B,True,False,False,1,8.78414345335092,4146.0,,,
LRP2,True,False,False,1,9.835524013862496,2885.0,,,
LRP3,True,False,False,1,9.963976635210573,2773.0,,,
LRP4,True,False,False,1,10.016165861052666,2718.0,,,
LRP5,True,False,False,1,13.426394195079132,933.0,,,
LRP6,False,True,False,1,,,264.0,4863.0,
LRPPRC,False,True,False,1,,,337.0,3153.0,
LRRC10,True,True,False,2,20.584522880932703,160.0,430.0,2000.0,
LRRC14,True,True,False,2,8.485788791842472,4593.0,397.0,2335.0,
LRRC14B,True,True,False,2,13.070027006267818,1034.0,269.0,4697.0,
LRRC15,True,False,False,1,8.600702965633698,4410.0,,,
LRRC17,True,False,False,1,10.111273700858304,2635.0,,,
LRRC2,True,False,False,1,9.843380145594592,2874.0,,,
LRRC20,True,False,False,1,10.032835400018453,2704.0,,,
LRRC25,False,True,False,1,,,474.0,1627.0,
LRRC32,True,False,False,1,10.971060235803511,2011.0,,,
LRRC37A,True,False,False,1,10.33924599278638,2449.0,,,
LRRC37A3,True,False,False,1,8.308058345456041,4889.0,,,
LRRC39,True,False,False,1,12.350170510242371,1268.0,,,
LRRC4,True,False,False,1,8.525504199260656,4537.0,,,
LRRC45,True,False,False,1,8.749549743032128,4202.0,,,
LRRC4B,True,False,False,1,9.702043120786534,3027.0,,,
LRRC53,False,True,False,1,,,303.0,3809.0,
LRRC59,True,True,False,2,9.152595341002211,3654.0,364.0,2732.0,
LRRC61,True,False,False,1,9.798457439536357,2930.0,,,
LRRC70,False,True,False,1,,,270.0,4673.0,
LRRC8A,True,False,False,1,8.799751226475701,4118.0,,,
LRRC8C,True,False,False,1,8.366483018402656,4785.0,,,
LRRK2,True,False,False,1,9.507339694070692,3243.0,,,
LRRN1,True,False,False,1,11.62469262019982,1598.0,,,
LRRN2,True,False,False,1,8.474603941832287,4624.0,,,
LRRN4,True,True,False,2,11.793648559897791,1511.0,276.0,4498.0,
LRRTM1,False,True,False,1,,,280.0,4385.0,
LRRTM3,True,False,False,1,10.248234109398526,2521.0,,,
LRRTM4,False,True,False,1,,,271.0,4650.0,
LRTM2,False,True,False,1,,,561.0,1116.0,
LRWD1,True,True,False,2,8.921196886441898,3971.0,514.0,1356.0,
LSAMP,True,False,False,1,9.974678256494602,2761.0,,,
LSG1,False,True,False,1,,,305.0,3758.0,
LSM14B,True,False,False,1,8.470673933632757,4632.0,,,
LSMEM2,True,False,False,1,12.587286015020174,1173.0,,,
LSP1,True,False,False,1,12.955956228872626,1069.0,,,
LSS,True,False,False,1,17.8713098796327,275.0,,,
LTBP1,True,False,False,1,9.338676732530873,3410.0,,,
LTBP2,True,False,False,1,17.304341605890283,308.0,,,
LTBP3,True,False,False,1,9.74890153401418,2980.0,,,
LTBP4,True,False,False,1,13.065870348956068,1037.0,,,
LTBR,True,False,False,1,9.438328864848575,3315.0,,,
LTF,True,False,False,1,9.760963925855698,2969.0,,,
LTN1,False,True,False,1,,,345.0,3036.0,
LUM,True,False,False,1,22.988143541201584,106.0,,,
LY6E,True,False,False,1,11.078460638372988,1940.0,,,
LY75,True,False,False,1,10.846907426544968,2091.0,,,
LY75-CD302,True,False,False,1,10.659210257140415,2217.0,,,
LY86,False,True,False,1,,,583.0,1011.0,
LY96,True,False,False,1,11.15449489940019,1901.0,,,
LYL1,True,False,False,1,9.223178096025684,3550.0,,,
LYNX1,True,False,False,1,13.934275464522376,816.0,,,
LYPD1,True,False,False,1,10.645956170769868,2224.0,,,
LYPD6,True,False,False,1,10.677840529654926,2195.0,,,
LYPLA2,True,False,False,1,8.869434746858124,4038.0,,,
LYRM2,False,True,False,1,,,275.0,4523.0,
LYVE1,True,False,False,1,16.464102492265127,381.0,,,
LYZ,True,True,False,2,19.216760753101163,215.0,458.0,1736.0,
LZTR1,True,True,False,2,9.357458714555996,3390.0,1139.0,217.0,
LZTS1,True,False,False,1,8.978237812983709,3892.0,,,
LZTS2,True,False,False,1,8.839553219899994,4077.0,,,
LZTS3,True,False,False,1,8.381994694671697,4753.0,,,
MAB21L2,True,False,False,1,10.365487383278852,2424.0,,,
MAB21L3,False,True,False,1,,,339.0,3121.0,
MACROD1,True,False,False,1,8.920003135016623,3975.0,,,
MACROH2A2,False,True,False,1,,,361.0,2774.0,
MAD1L1,True,False,False,1,9.003038469854594,3850.0,,,
MADD,True,False,False,1,9.059859428136928,3774.0,,,
MAF,True,False,False,1,9.425886746388866,3330.0,,,
MAF1,True,False,False,1,9.247627640571237,3518.0,,,
MAFB,True,False,False,1,9.039131784083992,3800.0,,,
MAFK,True,False,False,1,12.595010089549342,1170.0,,,
MAGED1,True,False,False,1,8.481430712634774,4606.0,,,
MAGED4,True,False,False,1,14.60281456352168,672.0,,,
MAGED4B,True,False,False,1,9.445397564522947,3305.0,,,
MAGEL2,True,False,False,1,8.992812854656266,3871.0,,,
MAGI1,True,False,False,1,8.293587435275313,4911.0,,,
MAL2,True,False,False,1,10.054670303759927,2687.0,,,
MALL,True,False,False,1,12.09042480926747,1378.0,,,
MAMDC2,True,False,False,1,11.12689915298971,1919.0,,,
MAML1,True,False,False,1,11.898948250822151,1465.0,,,
MAN1B1,True,True,False,2,9.05015828380166,3781.0,369.0,2678.0,
MAN1C1,True,False,False,1,9.95905844153651,2776.0,,,
MAN2B1,True,True,False,2,11.385834582720111,1747.0,270.0,4667.0,
MAN2C1,True,True,False,2,10.629394162410073,2238.0,441.0,1902.0,
MAOA,True,False,False,1,11.108980830063537,1932.0,,,
MAOB,True,False,False,1,17.134077885287866,322.0,,,
MAP1A,True,False,False,1,9.09173294788905,3735.0,,,
MAP1B,True,False,False,1,9.541595480800815,3198.0,,,
MAP1LC3A,True,False,False,1,9.915826341252949,2812.0,,,
MAP1S,True,False,False,1,10.129410980557791,2622.0,,,
MAP2,True,False,False,1,9.429127446441122,3324.0,,,
MAP2K2,True,True,False,2,9.135351367453746,3669.0,464.0,1689.0,
MAP2K3,True,False,False,1,8.401210304895763,4728.0,,,
MAP3K10,True,True,False,2,9.46432758781529,3288.0,303.0,3807.0,
MAP3K11,True,True,False,2,8.950277377613698,3930.0,289.0,4154.0,
MAP3K14,True,False,False,1,9.275520253572063,3489.0,,,
MAP3K19,False,True,False,1,,,274.0,4559.0,
MAP3K4,False,True,False,1,,,277.0,4467.0,
MAP3K5,True,False,False,1,9.413982567547668,3340.0,,,
MAP3K6,True,False,False,1,9.708143064996886,3019.0,,,
MAP3K7,False,True,False,1,,,477.0,1604.0,
MAP3K7CL,True,False,False,1,9.405958671697048,3344.0,,,
MAP3K9,True,True,False,2,9.47929289604697,3271.0,434.0,1958.0,
MAP4,True,False,False,1,8.38174437609775,4754.0,,,
MAP4K1,False,True,False,1,,,292.0,4100.0,
MAP6,True,False,False,1,9.417438295214636,3338.0,,,
MAP7D1,True,False,False,1,9.539208008821436,3202.0,,,
MAP9,True,False,False,1,8.547071257236087,4502.0,,,
MAPK1,False,True,False,1,,,281.0,4339.0,
MAPK11,True,False,False,1,10.52142210742408,2315.0,,,
MAPK3,True,False,False,1,9.386044168196744,3362.0,,,
MAPK4,True,True,False,2,18.04893834567058,264.0,471.0,1645.0,
MAPK8,False,True,False,1,,,499.0,1452.0,
MAPK8IP1,True,False,False,1,9.286738372359808,3476.0,,,
MAPK8IP3,True,True,False,2,11.941169195476624,1439.0,558.0,1136.0,
MAPK9,False,True,False,1,,,374.0,2602.0,
MAPKAP1,False,True,False,1,,,477.0,1603.0,
MAPKAPK2,True,False,False,1,10.599850691968872,2259.0,,,
MAPKAPK3,True,False,False,1,10.234812781888406,2531.0,,,
MAPRE3,True,False,False,1,10.393881477827277,2409.0,,,
MARCHF11,True,True,False,2,9.87943638542551,2835.0,289.0,4155.0,
MARCHF4,True,False,False,1,14.45306789019005,702.0,,,
MARCHF8,True,False,False,1,10.626099279769884,2244.0,,,
MARCKSL1,True,False,False,1,10.63606090354512,2231.0,,,
MARCO,True,False,False,1,10.58594182999255,2275.0,,,
MARK2,True,False,False,1,8.453867676494866,4654.0,,,
MARK3,False,True,False,1,,,276.0,4494.0,
MARVELD1,True,False,False,1,11.329283575549992,1791.0,,,
MASP1,True,False,False,1,16.95231067851125,339.0,,,
MAST2,True,True,False,2,11.165082954779557,1894.0,422.0,2081.0,
MATN2,True,False,False,1,11.959266888855888,1433.0,,,
MAU2,False,True,False,1,,,515.0,1341.0,
MAZ,True,False,False,1,14.779230541179114,637.0,,,
MB,True,False,False,1,38.29776281537418,14.0,,,
MBD1,False,True,False,1,,,956.0,340.0,
MBD3,False,True,False,1,,,321.0,3446.0,
MBD6,True,False,False,1,12.10593989784167,1368.0,,,
MBL2,False,True,False,1,,,343.0,3061.0,
MBNL3,True,False,False,1,8.908249581635623,3993.0,,,
MBOAT7,True,False,False,1,12.813971998858124,1101.0,,,
MBP,True,False,False,1,10.169131175804855,2593.0,,,
MBTPS1,False,True,False,1,,,463.0,1695.0,
MCAM,True,False,False,1,14.669373615571718,657.0,,,
MCCC1,False,True,False,1,,,368.0,2685.0,
MCCC2,False,True,False,1,,,330.0,3267.0,
MCF2L,True,True,False,2,13.422355615959836,935.0,415.0,2150.0,
MCM2,True,False,False,1,13.017527798119175,1055.0,,,
MCM3AP,True,True,False,2,8.410458753166068,4716.0,530.0,1250.0,
MCM5,True,False,False,1,8.406732739999155,4719.0,,,
MCM9,False,True,False,1,,,288.0,4177.0,
MCRIP2,True,False,False,1,8.393553867049816,4736.0,,,
MCTP1,True,False,False,1,9.429372881578429,3323.0,,,
MCTP2,True,False,False,1,8.303926535091026,4897.0,,,
MDFI,True,False,False,1,13.272454635203356,977.0,,,
MDGA1,True,False,False,1,8.377851336416256,4762.0,,,
MDH1,True,False,False,1,8.51434123031247,4552.0,,,
MDK,True,False,False,1,13.73650669747444,862.0,,,
MDN1,True,False,False,1,8.905229836865814,3998.0,,,
ME3,True,False,False,1,9.347824166534766,3402.0,,,
MECP2,False,True,False,1,,,384.0,2496.0,
MED12,False,True,False,1,,,276.0,4506.0,
MED13,False,True,False,1,,,466.0,1667.0,
MED14,False,True,False,1,,,262.0,4908.0,
MED15,True,True,False,2,8.61112325346622,4396.0,381.0,2523.0,
MED16,True,False,False,1,9.199494851106676,3587.0,,,
MED22,False,True,False,1,,,300.0,3898.0,
MED23,False,True,False,1,,,399.0,2317.0,
MED24,True,True,False,2,11.217896078871377,1863.0,658.0,779.0,
MED25,True,True,False,2,8.586354302329974,4432.0,354.0,2891.0,
MEDAG,True,False,False,1,14.57133086453885,679.0,,,
MEF2D,True,False,False,1,8.636064291472824,4356.0,,,
MEFV,False,True,False,1,,,329.0,3290.0,
MEGF10,True,False,False,1,8.286783606347074,4917.0,,,
MEGF11,False,True,False,1,,,295.0,4019.0,
MEGF6,True,False,False,1,11.205925456851466,1869.0,,,
MEGF8,True,True,False,2,10.669519394897128,2209.0,335.0,3174.0,
MEIS3,True,True,False,2,10.29513058261502,2479.0,295.0,4010.0,
MELK,True,False,False,1,10.223437137100994,2543.0,,,
MEN1,True,True,False,2,8.905258523468575,3997.0,290.0,4132.0,
MEOX1,True,False,False,1,10.057185653378475,2686.0,,,
MEOX2,True,False,False,1,11.015459756116783,1976.0,,,
MEPCE,True,False,False,1,8.852934383886797,4060.0,,,
MERTK,True,False,False,1,9.469295230102796,3281.0,,,
MEST,True,False,False,1,10.385033698496436,2416.0,,,
MET,True,False,False,1,11.223138826233727,1859.0,,,
METTL14,False,True,False,1,,,398.0,2327.0,
METTL25B,False,True,False,1,,,276.0,4499.0,
METTL3,False,True,False,1,,,415.0,2155.0,
METTL6,False,True,False,1,,,316.0,3537.0,
METTL9,True,False,False,1,13.298761319178832,966.0,,,
MEX3A,True,False,False,1,11.91560854511742,1455.0,,,
MEX3D,True,False,False,1,9.047622301070705,3787.0,,,
MFAP2,True,False,False,1,13.642736780461286,884.0,,,
MFAP3,False,True,False,1,,,427.0,2033.0,
MFAP3L,True,False,False,1,8.476968462668982,4619.0,,,
MFAP4,True,False,False,1,19.024895964897485,223.0,,,
MFAP5,True,False,False,1,18.08886783252906,259.0,,,
MFGE8,True,False,False,1,14.278463185614976,732.0,,,
MFHAS1,True,False,False,1,8.464783228193099,4641.0,,,
MFN1,False,True,False,1,,,537.0,1227.0,
MFN2,True,False,False,1,8.41383336664172,4709.0,,,
MFNG,True,False,False,1,17.456563926830903,302.0,,,
MFSD10,True,False,False,1,9.889220819678933,2826.0,,,
MFSD12,True,False,False,1,8.9995650963823,3856.0,,,
MFSD3,True,False,False,1,8.421797214519499,4693.0,,,
MFSD4B,False,True,False,1,,,455.0,1771.0,
MFSD8,False,True,False,1,,,426.0,2047.0,
MGA,False,True,False,1,,,384.0,2497.0,
MGAM,True,False,False,1,9.01968467985647,3831.0,,,
MGARP,True,False,False,1,9.631083362940329,3101.0,,,
MGAT1,True,True,False,2,8.299138803187452,4902.0,336.0,3162.0,
MGAT2,True,False,False,1,15.015819611217236,592.0,,,
MGAT3,True,False,False,1,12.506954239977658,1207.0,,,
MGAT4A,True,False,False,1,12.782455711450712,1111.0,,,
MGAT4B,True,False,False,1,11.563654298381072,1635.0,,,
MGAT4C,True,False,False,1,13.480277353668832,921.0,,,
MGAT4D,False,True,False,1,,,564.0,1104.0,
MGAT5,True,False,False,1,9.395288677337437,3353.0,,,
MGLL,True,False,False,1,10.059054948041467,2684.0,,,
MGP,True,False,False,1,18.222044812287567,252.0,,,
MGRN1,True,True,False,2,9.194015906113012,3593.0,428.0,2022.0,
MIB2,True,False,False,1,10.08872958386286,2646.0,,,
MICA,True,False,False,1,8.383013820606312,4750.0,,,
MICAL1,True,False,False,1,11.02355105652593,1973.0,,,
MICAL2,True,False,False,1,9.381085298324942,3370.0,,,
MICAL3,True,True,False,2,9.781957375284106,2943.0,300.0,3893.0,
MICALL1,True,True,False,2,8.586665120752482,4431.0,262.0,4894.0,
MICALL2,True,False,False,1,8.941161891361883,3945.0,,,
MICB,True,False,False,1,9.099931026249015,3723.0,,,
MIDN,True,False,False,1,9.055281097021576,3777.0,,,
MIEF1,False,True,False,1,,,369.0,2676.0,
MIER2,True,True,False,2,8.586906808694458,4429.0,287.0,4209.0,
MIER3,False,True,False,1,,,288.0,4181.0,
MIF,True,False,False,1,9.888456066206077,2828.0,,,
MINK1,True,False,False,1,11.84464160286856,1490.0,,,
MKI67,True,False,False,1,15.671998575472166,494.0,,,
MKLN1,False,True,False,1,,,394.0,2368.0,
MLC1,True,False,False,1,9.20207260305311,3584.0,,,
MLH1,False,True,False,1,,,346.0,3014.0,
MLIP,True,False,False,1,22.443495942388505,119.0,,,
MLKL,True,True,False,2,8.448022294574189,4661.0,399.0,2318.0,
MLLT1,True,False,False,1,8.970572563856782,3906.0,,,
MLLT6,True,False,False,1,11.207884479999018,1865.0,,,
MLPH,True,False,False,1,9.46900025154223,3282.0,,,
MLXIP,True,False,False,1,11.59071162937142,1622.0,,,
MMD2,False,True,False,1,,,674.0,735.0,
MME,True,False,False,1,11.526670975802178,1654.0,,,
MMP1,True,False,False,1,28.493844348046427,44.0,,,
MMP10,True,False,False,1,10.76128475545183,2146.0,,,
MMP11,True,False,False,1,10.007544376545658,2728.0,,,
MMP14,True,False,False,1,19.827751124334185,192.0,,,
MMP15,True,False,False,1,18.543389156530136,238.0,,,
MMP16,True,False,False,1,9.293338816545017,3463.0,,,
MMP17,True,False,False,1,9.72338331131472,3003.0,,,
MMP19,True,False,False,1,8.731954048572785,4226.0,,,
MMP2,True,False,False,1,20.364681073255788,172.0,,,
MMP23B,True,False,False,1,9.711778547878534,3011.0,,,
MMP9,True,False,False,1,10.255358155614465,2517.0,,,
MMRN1,True,False,False,1,23.681985155507455,91.0,,,
MMRN2,True,True,False,2,14.806796103819014,633.0,285.0,4261.0,
MMS19,False,True,False,1,,,556.0,1144.0,
MN1,True,False,False,1,9.3771966023366,3374.0,,,
MNDA,True,True,False,2,15.188329433950932,569.0,584.0,1005.0,
MOAP1,True,False,False,1,11.96001753634874,1432.0,,,
MOGAT2,False,True,False,1,,,376.0,2584.0,
MOGS,True,True,False,2,10.022911901046143,2715.0,577.0,1040.0,
MON2,False,True,False,1,,,604.0,932.0,
MORN1,False,True,False,1,,,391.0,2406.0,
MOXD1,True,False,False,1,10.227585864372625,2540.0,,,
MPDU1,True,True,False,2,9.353979615724644,3396.0,265.0,4807.0,
MPDZ,True,False,False,1,10.196939378154878,2565.0,,,
MPEG1,True,True,False,2,16.985459306736548,333.0,555.0,1153.0,
MPG,True,False,False,1,9.08925516101034,3741.0,,,
MPP2,True,False,False,1,9.726289757972909,2999.0,,,
MPP3,True,False,False,1,8.369853265960018,4781.0,,,
MPP7,True,False,False,1,8.763395449604959,4181.0,,,
MPPED2,True,True,False,2,13.11004616908862,1022.0,358.0,2823.0,
MPZL2,True,True,False,2,13.15450988288812,1007.0,265.0,4812.0,
MR1,False,True,False,1,,,314.0,3579.0,
MRAS,True,False,False,1,9.842001064056811,2875.0,,,
MRC1,True,False,False,1,16.001777065056586,442.0,,,
MRC2,True,False,False,1,14.419617512638222,705.0,,,
MRGPRF,True,False,False,1,11.605489463577928,1613.0,,,
MRM1,True,False,False,1,8.741007235827494,4211.0,,,
MROH1,True,False,False,1,9.042872565766116,3794.0,,,
MROH5,False,True,False,1,,,410.0,2206.0,
MROH7,True,True,False,2,12.104690737775368,1370.0,724.0,613.0,
MROH7-TTC4,True,True,False,2,14.542423819852312,688.0,385.0,2485.0,
MRPL12,True,False,False,1,9.603636509644602,3134.0,,,
MRPL38,True,False,False,1,8.965729900382625,3913.0,,,
MRPL45,True,False,False,1,12.644071659888017,1159.0,,,
MRPS18B,True,False,False,1,10.971730335097115,2010.0,,,
MRPS22,False,True,False,1,,,286.0,4237.0,
MRRF,False,True,False,1,,,272.0,4605.0,
MRTFA,True,True,False,2,9.233093851254496,3540.0,288.0,4188.0,
MS4A1,False,True,False,1,,,459.0,1730.0,
MS4A14,False,True,False,1,,,477.0,1607.0,
MS4A4A,True,True,False,2,9.27742894664621,3487.0,343.0,3056.0,
MS4A6A,True,True,False,2,14.986793739547425,598.0,340.0,3100.0,
MS4A7,True,True,False,2,13.56692028588724,900.0,375.0,2596.0,
MSANTD1,False,True,False,1,,,265.0,4818.0,
MSC,True,False,False,1,14.365137202116475,716.0,,,
MSH6,False,True,False,1,,,271.0,4642.0,
MSI1,True,False,False,1,10.177308829714775,2584.0,,,
MSN,True,False,False,1,8.393855872800964,4734.0,,,
MSR1,True,False,False,1,8.504476383401268,4566.0,,,
MST1,True,True,False,2,8.334493897115157,4850.0,364.0,2737.0,
MT-ATP6,True,False,False,1,9.632517614793372,3096.0,,,
MT-ATP8,True,False,False,1,15.735804689675966,485.0,,,
MT-CO1,True,False,False,1,8.387845799032261,4744.0,,,
MT-CO2,True,False,False,1,8.514427010248246,4551.0,,,
MT-ND1,True,False,False,1,9.422279763624005,3332.0,,,
MT-ND2,True,False,False,1,8.842987795788021,4073.0,,,
MT-ND3,True,False,False,1,9.24731197467663,3520.0,,,
MT-ND4,True,False,False,1,9.491083201490124,3262.0,,,
MT-ND4L,True,False,False,1,9.27764833399129,3486.0,,,
MT-ND5,True,False,False,1,9.15381150992467,3652.0,,,
MT-ND6,True,False,False,1,9.982325963841804,2754.0,,,
MT1E,True,False,False,1,10.338585233779854,2450.0,,,
MT1X,True,False,False,1,8.788397603963062,4137.0,,,
MT2A,True,False,False,1,16.605444677449004,369.0,,,
MTA1,True,False,False,1,9.699862530535787,3030.0,,,
MTA2,True,False,False,1,8.65555874508607,4328.0,,,
MTAP,False,True,False,1,,,285.0,4254.0,
MTCL1,True,False,False,1,9.862523997066145,2855.0,,,
MTERF2,False,True,False,1,,,353.0,2910.0,
MTG2,False,True,False,1,,,304.0,3782.0,
MTHFD1L,True,False,False,1,8.423204665057016,4691.0,,,
MTM1,False,True,False,1,,,283.0,4308.0,
MTMR10,True,False,False,1,8.56584117217965,4475.0,,,
MTMR14,False,True,False,1,,,319.0,3482.0,
MTMR4,False,True,False,1,,,342.0,3069.0,
MTMR9,True,False,False,1,9.8920301651215,2824.0,,,
MTNR1A,False,True,False,1,,,576.0,1043.0,
MTOR,False,True,False,1,,,555.0,1154.0,
MTREX,False,True,False,1,,,597.0,957.0,
MTSS2,True,False,False,1,14.40708593129028,709.0,,,
MTTP,True,False,False,1,8.732181371571032,4222.0,,,
MTUS1,True,False,False,1,13.273787861741264,975.0,,,
MTUS2,True,True,False,2,21.316794789211297,141.0,468.0,1660.0,
MTX3,False,True,False,1,,,281.0,4356.0,
MUC17,False,True,False,1,,,396.0,2348.0,
MUC3A,True,False,False,1,10.026507282439487,2711.0,,,
MUC6,True,False,False,1,8.522482660325743,4541.0,,,
MUSTN1,True,False,False,1,10.111576857950428,2634.0,,,
MVB12B,True,False,False,1,8.362038754974714,4795.0,,,
MVD,True,False,False,1,8.914485536795366,3981.0,,,
MVP,True,False,False,1,10.28720327359649,2484.0,,,
MX1,True,False,False,1,9.387326890536372,3360.0,,,
MXRA5,True,False,False,1,18.143940858467403,257.0,,,
MXRA7,True,False,False,1,8.698280899091268,4264.0,,,
MXRA8,True,False,False,1,14.453682888076814,701.0,,,
MYADML2,True,False,False,1,8.89106137010449,4016.0,,,
MYBBP1A,True,True,False,2,9.262197186631498,3503.0,370.0,2662.0,
MYBL2,True,False,False,1,15.458920925661053,526.0,,,
MYBPC3,True,True,True,3,45.74625520077446,5.0,317.0,3516.0,both
MYC,True,False,False,1,9.564909105239964,3180.0,,,
MYCN,True,False,False,1,11.44143501585147,1712.0,,,
MYCT1,True,False,False,1,14.74757191942322,641.0,,,
MYD88,True,False,False,1,9.18445347065912,3604.0,,,
MYDGF,True,False,False,1,10.765276300268264,2145.0,,,
MYG1,True,False,False,1,10.26360102901202,2510.0,,,
MYH11,True,False,False,1,14.153418835311268,764.0,,,
