gene,in_variance_set,in_centrality_set,in_kegg_set,n_sources,variance,variance_rank,in_degree,centrality_rank,kegg_pathway
CTXND1,False,True,False,1,,,360.0,2799.0,
CUEDC1,True,False,False,1,8.494480280443021,4583.0,,,
CUEDC2,False,True,False,1,,,267.0,4732.0,
CUL1,False,True,False,1,,,473.0,1629.0,
CUL2,False,True,False,1,,,405.0,2248.0,
CUL3,False,True,False,1,,,412.0,2178.0,
CUL4A,False,True,False,1,,,330.0,3268.0,
CUL5,False,True,False,1,,,275.0,4532.0,
CUL7,True,True,False,2,9.883327742762726,2832.0,549.0,1181.0,
CUX2,True,True,False,2,14.33227447646984,719.0,349.0,2963.0,
CX3CL1,True,False,False,1,10.433161903755863,2381.0,,,
CX3CR1,True,False,False,1,10.174093657659157,2590.0,,,
CXADR,True,False,False,1,11.510667622797394,1663.0,,,
CXCL1,True,False,False,1,21.78329221642355,125.0,,,
CXCL12,True,False,False,1,15.95682469059662,447.0,,,
CXCL14,True,False,False,1,10.303726645774264,2474.0,,,
CXCL2,True,False,False,1,14.489980681650655,696.0,,,
CXCL3,True,False,False,1,11.636107993116685,1587.0,,,
CXCL5,True,False,False,1,13.271056435641476,979.0,,,
CXCL6,True,False,False,1,19.202828669588637,217.0,,,
CXCL8,True,False,False,1,23.610149601575916,93.0,,,
CXCR1,False,True,False,1,,,281.0,4351.0,
CXCR2,True,False,False,1,8.586842432672086,4430.0,,,
CXCR4,True,False,False,1,13.535452681460326,902.0,,,
CXORF38,False,True,False,1,,,267.0,4743.0,
CXXC1,False,True,False,1,,,272.0,4607.0,
CXXC4,True,False,False,1,11.821460070864166,1499.0,,,
CYBA,True,False,False,1,11.099227227539672,1934.0,,,
CYBB,True,True,False,2,15.946399744155055,451.0,429.0,2012.0,
CYBRD1,True,True,False,2,10.935383928206562,2030.0,310.0,3652.0,
CYC1,True,False,False,1,8.450364770302789,4660.0,,,
CYFIP1,True,False,False,1,20.26653627225954,175.0,,,
CYFIP2,True,False,False,1,8.430726090444717,4678.0,,,
CYGB,True,False,False,1,12.710502213621275,1139.0,,,
CYP11B1,False,True,False,1,,,404.0,2260.0,
CYP1A1,True,False,False,1,9.812222827000584,2907.0,,,
CYP1A2,False,True,False,1,,,280.0,4381.0,
CYP1B1,True,False,False,1,12.876966743516308,1088.0,,,
CYP26B1,True,False,False,1,11.30376052965609,1804.0,,,
CYP27A1,True,False,False,1,9.71641224600581,3007.0,,,
CYP2A6,False,True,False,1,,,303.0,3822.0,
CYP2C18,False,True,False,1,,,427.0,2035.0,
CYP2C9,False,True,False,1,,,406.0,2238.0,
CYP2D7,False,True,False,1,,,286.0,4247.0,
CYP2J2,True,False,False,1,20.58104948635021,161.0,,,
CYP2S1,True,False,False,1,8.679481356612959,4293.0,,,
CYP39A1,True,False,False,1,8.930103916922855,3959.0,,,
CYP3A4,False,True,False,1,,,514.0,1355.0,
CYP46A1,False,True,False,1,,,385.0,2475.0,
CYP4A11,False,True,False,1,,,363.0,2750.0,
CYP4A22,False,True,False,1,,,384.0,2493.0,
CYP4F12,False,True,False,1,,,349.0,2970.0,
CYP4F2,False,True,False,1,,,353.0,2917.0,
CYP4F8,False,True,False,1,,,264.0,4846.0,
CYP4X1,True,False,False,1,8.79705975268048,4122.0,,,
CYP7B1,True,False,False,1,9.35658607971424,3391.0,,,
CYRIA,True,False,False,1,8.73424920444715,4220.0,,,
CYSLTR2,True,False,False,1,9.7806943365487,2945.0,,,
CYTH1,True,True,False,2,8.708064645050742,4251.0,265.0,4803.0,
CYTH3,True,False,False,1,8.60118759939367,4409.0,,,
CYTH4,True,True,False,2,11.900200314121118,1464.0,612.0,904.0,
CYTIP,True,True,False,2,10.66120523524661,2215.0,354.0,2892.0,
CYTL1,True,False,False,1,11.737341143082745,1538.0,,,
CYYR1,True,False,False,1,14.00313472617948,794.0,,,
DAAM2,True,False,False,1,11.164536094191146,1895.0,,,
DAB1,True,False,False,1,14.130259086042946,767.0,,,
DAB2IP,True,False,False,1,11.401769014785083,1737.0,,,
DACT1,True,False,False,1,12.840646848619448,1097.0,,,
DAG1,True,True,True,3,10.067610037305856,2672.0,296.0,3994.0,both
DAGLA,True,False,False,1,9.59351286741878,3152.0,,,
DAO,False,True,False,1,,,274.0,4550.0,
DAP,True,False,False,1,8.504468631097161,4567.0,,,
DAPK1,True,False,False,1,11.068398881008886,1949.0,,,
DAPK3,True,False,False,1,11.11012496052199,1931.0,,,
DAPP1,True,False,False,1,9.217160520022205,3563.0,,,
DAXX,True,False,False,1,10.338416483030851,2451.0,,,
DBN1,True,False,False,1,9.836254850295468,2882.0,,,
DBNDD1,True,False,False,1,9.799257477665549,2928.0,,,
DBNDD2,True,False,False,1,8.620991537426203,4380.0,,,
DBT,False,True,False,1,,,346.0,3016.0,
DCAF15,True,False,False,1,11.06058221979964,1952.0,,,
DCAF16,False,True,False,1,,,349.0,2968.0,
DCAF17,False,True,False,1,,,428.0,2023.0,
DCAF8,False,True,False,1,,,441.0,1899.0,
DCBLD1,False,True,False,1,,,298.0,3935.0,
DCBLD2,True,False,False,1,9.413325271096824,3341.0,,,
DCDC2B,False,True,False,1,,,566.0,1094.0,
DCHS1,True,False,False,1,16.0672775535593,435.0,,,
DCHS2,False,True,False,1,,,443.0,1880.0,
DCLK1,True,False,False,1,8.924968697639894,3963.0,,,
DCLK2,True,False,False,1,10.028555958963686,2708.0,,,
DCLRE1C,False,True,False,1,,,281.0,4349.0,
DCN,True,False,False,1,23.794819840083353,86.0,,,
DCTD,False,True,False,1,,,349.0,2964.0,
DCTN1,True,False,False,1,8.309908193462958,4884.0,,,
DCTN4,False,True,False,1,,,683.0,716.0,
DCTN5,False,True,False,1,,,491.0,1505.0,
DCUN1D2,False,True,False,1,,,415.0,2153.0,
DCUN1D4,False,True,False,1,,,314.0,3575.0,
DDAH1,True,False,False,1,10.5404488425687,2302.0,,,
DDAH2,True,False,False,1,10.39660119017451,2407.0,,,
DDHD1,False,True,False,1,,,263.0,4865.0,
DDHD2,False,True,False,1,,,481.0,1575.0,
DDIT4,True,False,False,1,8.744308636429869,4206.0,,,
DDO,True,False,False,1,9.070824145655925,3765.0,,,
DDR1,True,False,False,1,16.659513976861554,362.0,,,
DDR2,True,False,False,1,11.761534261512608,1522.0,,,
DDTL,True,False,False,1,9.69416053120074,3040.0,,,
DDX18,False,True,False,1,,,324.0,3389.0,
DDX19A,False,True,False,1,,,309.0,3676.0,
DDX23,False,True,False,1,,,325.0,3375.0,
DDX25,False,True,False,1,,,274.0,4549.0,
DDX39B,True,False,False,1,10.7963613421844,2124.0,,,
DDX3Y,True,False,False,1,22.829539302831627,110.0,,,
DDX41,False,True,False,1,,,290.0,4135.0,
DDX42,False,True,False,1,,,740.0,590.0,
DDX56,False,True,False,1,,,380.0,2538.0,
DEF6,False,True,False,1,,,413.0,2168.0,
DEFB108B,False,True,False,1,,,529.0,1259.0,
DENND11,True,False,False,1,9.080281014768874,3753.0,,,
DENND1C,True,False,False,1,9.242613428901327,3528.0,,,
DENND2A,True,False,False,1,8.598362884180746,4415.0,,,
DENND3,True,False,False,1,9.20996126110771,3577.0,,,
DENND4B,True,True,False,2,9.51468395718575,3235.0,421.0,2101.0,
DENND5B,False,True,False,1,,,371.0,2646.0,
DENND6A,False,True,False,1,,,368.0,2690.0,
DENR,False,True,False,1,,,368.0,2688.0,
DEPDC1,True,False,False,1,11.332583701596642,1778.0,,,
DEPDC5,False,True,False,1,,,339.0,3115.0,
DEPP1,True,False,False,1,10.165962173486394,2596.0,,,
DEPTOR,True,False,False,1,9.405633132488989,3346.0,,,
DERL1,False,True,False,1,,,277.0,4474.0,
DERPC,True,False,False,1,9.403380535103896,3350.0,,,
DES,True,False,True,2,41.8102688277144,8.0,,,both
DESI2,False,True,False,1,,,281.0,4345.0,
DGAT2,True,False,False,1,8.435784085915103,4672.0,,,
DGCR2,True,True,False,2,9.879312419734111,2836.0,458.0,1735.0,
DGCR8,False,True,False,1,,,269.0,4685.0,
DGKD,True,False,False,1,8.816506318483839,4097.0,,,
DGKG,True,False,False,1,10.011201852094418,2726.0,,,
DGKI,True,False,False,1,11.97416416335132,1424.0,,,
DGKQ,True,True,False,2,9.488910665443566,3264.0,527.0,1269.0,
DGKZ,True,False,False,1,10.442340205097464,2375.0,,,
DHCR24,True,False,False,1,12.400834130662776,1241.0,,,
DHCR7,True,False,False,1,9.574827997772996,3167.0,,,
DHPS,False,True,False,1,,,267.0,4730.0,
DHRS13,True,False,False,1,8.46468240811675,4642.0,,,
DHRS7C,True,False,False,1,8.571083047951598,4460.0,,,
DHRS9,True,False,False,1,9.74947120028533,2978.0,,,
DHX15,False,True,False,1,,,382.0,2514.0,
DHX16,True,False,False,1,9.60048555888231,3140.0,,,
DHX29,False,True,False,1,,,329.0,3288.0,
DHX30,False,True,False,1,,,267.0,4736.0,
DHX34,True,True,False,2,8.679080886219706,4294.0,278.0,4443.0,
DHX37,True,True,False,2,8.541275468589856,4510.0,360.0,2792.0,
DHX38,False,True,False,1,,,292.0,4089.0,
DHX57,False,True,False,1,,,620.0,881.0,
DHX58,True,True,False,2,9.580114234983498,3160.0,286.0,4231.0,
DHX8,False,True,False,1,,,329.0,3289.0,
DHX9,False,True,False,1,,,287.0,4213.0,
DIAPH3,True,False,False,1,8.876205022748163,4029.0,,,
DIDO1,False,True,False,1,,,850.0,446.0,
DIO1,False,True,False,1,,,285.0,4263.0,
DIO2,True,False,False,1,11.180733173020322,1879.0,,,
DIP2A,False,True,False,1,,,403.0,2275.0,
DIP2B,False,True,False,1,,,287.0,4205.0,
DIPK1B,True,False,False,1,10.60843071441751,2254.0,,,
DIPK1C,False,True,False,1,,,282.0,4326.0,
DIPK2B,True,True,False,2,11.68135759505138,1569.0,265.0,4811.0,
DIRAS1,True,False,False,1,14.2840527814563,729.0,,,
DIS3,False,True,False,1,,,820.0,480.0,
DIS3L2,False,True,False,1,,,275.0,4529.0,
DISP3,False,True,False,1,,,309.0,3679.0,
DKK1,True,False,False,1,15.533847239305292,513.0,,,
DKK2,True,False,False,1,8.853538973457164,4059.0,,,
DKK3,True,False,False,1,13.647428757218558,883.0,,,
DLEU7,False,True,False,1,,,727.0,607.0,
DLG2,False,True,False,1,,,623.0,869.0,
DLG5,True,False,False,1,11.80955476808472,1504.0,,,
DLGAP2,False,True,False,1,,,365.0,2726.0,
DLGAP5,True,False,False,1,13.12403626972233,1017.0,,,
DLK1,True,False,False,1,19.62913918380398,199.0,,,
DLL1,True,False,False,1,9.85793223227806,2857.0,,,
DLL4,True,False,False,1,12.17083194061581,1337.0,,,
DLST,True,True,False,2,10.906100286182133,2051.0,283.0,4303.0,
DMAC2,False,True,False,1,,,261.0,4923.0,
DMD,True,False,True,2,9.995058238928824,2742.0,,,both
DMKN,True,False,False,1,10.390952848519357,2411.0,,,
DMPK,True,True,False,2,12.004022126255482,1413.0,322.0,3425.0,
DMTF1,False,True,False,1,,,388.0,2443.0,
DMTN,True,False,False,1,12.727374423170357,1132.0,,,
DMXL1,False,True,False,1,,,480.0,1583.0,
DNAAF3,True,False,False,1,8.9346332384501,3951.0,,,
DNAH1,True,True,False,2,9.700633859833914,3028.0,507.0,1409.0,
DNAH17,False,True,False,1,,,373.0,2618.0,
DNAH6,False,True,False,1,,,322.0,3428.0,
DNAH9,False,True,False,1,,,322.0,3421.0,
DNAJA3,False,True,False,1,,,288.0,4174.0,
DNAJA4,True,False,False,1,11.376353978040806,1754.0,,,
DNAJB2,True,True,False,2,9.878449050705193,2837.0,270.0,4668.0,
DNAJB5,True,False,False,1,8.976611582306303,3895.0,,,
DNAJC10,False,True,False,1,,,300.0,3872.0,
DNAJC11,False,True,False,1,,,324.0,3388.0,
DNAJC13,False,True,False,1,,,576.0,1042.0,
DNAJC14,True,False,False,1,8.511273306586165,4559.0,,,
DNAJC27,False,True,False,1,,,275.0,4525.0,
DNAJC5,True,True,False,2,9.322821521268615,3434.0,417.0,2138.0,
DNAJC6,True,False,False,1,8.559020924150058,4487.0,,,
DNAJC7,False,True,False,1,,,426.0,2048.0,
DNASE1L1,True,False,False,1,12.334984746605905,1274.0,,,
DNER,True,False,False,1,9.100303492807328,3721.0,,,
DNHD1,False,True,False,1,,,556.0,1145.0,
DNM1,True,False,False,1,8.993708900579053,3869.0,,,
DNM2,True,True,False,2,9.005780577271377,3846.0,692.0,698.0,
DNMBP,True,False,False,1,8.501230300222108,4571.0,,,
DOC2B,True,False,False,1,8.341894958497981,4836.0,,,
DOCK10,True,False,False,1,12.368586335263092,1258.0,,,
DOCK2,True,False,False,1,11.047495212297346,1962.0,,,
DOCK3,True,False,False,1,8.606867340791563,4400.0,,,
DOCK4,True,False,False,1,9.84826625608986,2868.0,,,
DOCK6,True,False,False,1,10.890274151611116,2068.0,,,
DOCK8,True,True,False,2,8.585501117108025,4434.0,420.0,2106.0,
DOHH,True,False,False,1,9.200197971326045,3586.0,,,
DOK1,True,False,False,1,8.347091755252096,4829.0,,,
DOK2,True,True,False,2,10.82244427035356,2106.0,337.0,3154.0,
DOK4,True,False,False,1,10.984476940612556,2000.0,,,
DOK5,True,False,False,1,8.897022850624186,4010.0,,,
DOK6,True,False,False,1,10.264934798274831,2509.0,,,
DOK7,True,True,False,2,14.170305627105302,759.0,487.0,1529.0,
DOP1A,False,True,False,1,,,432.0,1975.0,
DOT1L,True,False,False,1,8.512575817738355,4556.0,,,
DPEP2,True,True,False,2,9.008384862578414,3844.0,462.0,1703.0,
DPF3,True,False,False,1,10.13204562780048,2619.0,,,
DPH3,False,True,False,1,,,304.0,3790.0,
DPP10,False,True,False,1,,,439.0,1916.0,
DPP3,True,True,False,2,8.525624404416652,4536.0,303.0,3821.0,
DPP4,True,False,False,1,11.588908492907024,1625.0,,,
DPP7,True,False,False,1,10.519326783408564,2320.0,,,
DPP8,False,True,False,1,,,614.0,895.0,
DPT,True,False,False,1,19.922338698267417,186.0,,,
DPY19L2,True,True,False,2,10.094849505168575,2643.0,347.0,2998.0,
DPY19L4,False,True,False,1,,,281.0,4350.0,
DPYD,True,True,False,2,9.519534548558552,3234.0,286.0,4239.0,
DPYSL3,True,False,False,1,14.518506069414276,691.0,,,
DPYSL4,True,False,False,1,11.61666324812528,1606.0,,,
DPYSL5,True,True,False,2,8.924658115682819,3964.0,396.0,2345.0,
DRAM1,False,True,False,1,,,394.0,2372.0,
DRAP1,True,False,False,1,8.751936175991569,4199.0,,,
DRC3,False,True,False,1,,,492.0,1497.0,
DRD1,True,False,False,1,9.023230211042655,3823.0,,,
DRD3,False,True,False,1,,,324.0,3395.0,
DRG1,False,True,False,1,,,263.0,4882.0,
DRG2,False,True,False,1,,,320.0,3461.0,
DROSHA,False,True,False,1,,,292.0,4087.0,
DRP2,True,False,False,1,11.23834723615755,1848.0,,,
DSC2,True,False,False,1,17.1751780674421,318.0,,,
DSC3,True,False,False,1,10.453090597987376,2372.0,,,
DSCAML1,False,True,False,1,,,299.0,3915.0,
DSEL,True,False,False,1,14.71075714535126,647.0,,,
DSG2,True,False,False,1,15.964588504948376,446.0,,,
DSP,True,False,False,1,18.907207623436165,227.0,,,
DST,True,False,False,1,8.372407761915213,4775.0,,,
DTHD1,False,True,False,1,,,334.0,3204.0,
DTL,True,False,False,1,9.695590202354172,3037.0,,,
DTNA,True,False,True,2,9.598267651478055,3143.0,,,both
DTX3,True,False,False,1,8.848615718614969,4066.0,,,
DTX4,True,False,False,1,8.350471347434835,4823.0,,,
DUOX1,False,True,False,1,,,263.0,4876.0,
DUSP1,True,False,False,1,11.05259141306106,1957.0,,,
DUSP14,True,False,False,1,12.109277944651756,1363.0,,,
DUSP26,True,True,False,2,19.14013762275652,220.0,420.0,2109.0,
DUSP4,True,False,False,1,8.781024944232886,4151.0,,,
DUSP5,True,False,False,1,10.699035016593884,2179.0,,,
DUSP6,True,False,False,1,9.421974459416832,3333.0,,,
DUSP7,True,False,False,1,8.352029828634144,4816.0,,,
DUSP8,True,False,False,1,10.272650357238064,2502.0,,,
DVL1,True,False,False,1,11.27133431010439,1831.0,,,
DVL2,True,True,False,2,8.6291297206171,4365.0,364.0,2731.0,
DVL3,True,True,False,2,8.541607602636716,4508.0,364.0,2734.0,
DYM,False,True,False,1,,,308.0,3697.0,
DYNAP,False,True,False,1,,,404.0,2262.0,
DYNC1LI1,False,True,False,1,,,265.0,4810.0,
DYNC2I2,True,False,False,1,9.058912870667529,3775.0,,,
DYNLL2,True,False,False,1,8.61769509064269,4383.0,,,
DYRK1B,True,False,False,1,8.89900589768467,4005.0,,,
DYSF,True,False,False,1,14.678662697830436,655.0,,,
E2F1,True,False,False,1,9.178755279218237,3610.0,,,
E2F4,False,True,False,1,,,459.0,1733.0,
E2F7,True,False,False,1,11.63096044872728,1594.0,,,
E2F8,True,False,False,1,9.436985730690653,3318.0,,,
E4F1,True,True,False,2,9.19523840791734,3592.0,601.0,944.0,
EBF1,True,False,False,1,8.356848991375236,4804.0,,,
EBF2,True,False,False,1,11.13242317727292,1912.0,,,
EBF3,True,False,False,1,8.987022988303462,3878.0,,,
EBF4,True,False,False,1,8.577894584116942,4445.0,,,
ECE1,True,False,False,1,11.755444723251644,1530.0,,,
ECHDC1,False,True,False,1,,,513.0,1361.0,
ECHDC3,True,False,False,1,10.429576663352966,2387.0,,,
ECM1,True,False,False,1,11.759997718397658,1523.0,,,
ECM2,True,False,False,1,13.245336723792168,988.0,,,
ECPAS,False,True,False,1,,,482.0,1568.0,
ECSCR,True,False,False,1,16.281628411754088,404.0,,,
ECT2L,False,True,False,1,,,282.0,4327.0,
EDA,True,False,False,1,9.442558926617243,3309.0,,,
EDC3,False,True,False,1,,,327.0,3346.0,
EDC4,True,True,False,2,14.0411990961041,789.0,613.0,901.0,
EDEM3,False,True,False,1,,,345.0,3031.0,
EDF1,False,True,False,1,,,308.0,3693.0,
EDIL3,True,False,False,1,14.649347556770095,661.0,,,
EDN1,True,False,True,2,12.638962982680315,1160.0,,,hsa05410
EDNRA,True,False,False,1,15.13337774281598,574.0,,,
EDNRB,True,False,False,1,11.510744514837516,1662.0,,,
EDRF1,False,True,False,1,,,436.0,1943.0,
EEF1A2,True,False,False,1,23.75051680449154,87.0,,,
EEF2,True,False,False,1,10.82605109948349,2103.0,,,
EEF2K,True,False,False,1,8.31600680919801,4878.0,,,
EEFSEC,True,False,False,1,8.788624397045515,4136.0,,,
EFCAB12,False,True,False,1,,,455.0,1770.0,
EFCAB6,False,True,False,1,,,279.0,4422.0,
EFEMP1,True,False,False,1,23.461230509988912,98.0,,,
EFEMP2,True,False,False,1,9.619566355683348,3118.0,,,
EFHC2,True,False,False,1,8.567533083485229,4471.0,,,
EFHD1,True,False,False,1,11.7747266193051,1518.0,,,
EFHD2,True,False,False,1,10.339434238882568,2447.0,,,
EFNA1,True,False,False,1,11.969972566078528,1426.0,,,
EFNB1,True,False,False,1,10.58764936699134,2273.0,,,
EFNB2,True,False,False,1,10.431124738008522,2386.0,,,
EFNB3,True,False,False,1,14.29791636235078,726.0,,,
EFS,True,False,False,1,12.677779633146098,1149.0,,,
EFTUD2,False,True,False,1,,,323.0,3406.0,
EGF,True,False,False,1,11.94469025007828,1437.0,,,
EGFL7,True,False,False,1,12.475617861391846,1214.0,,,
EGFLAM,True,False,False,1,9.390949505924247,3355.0,,,
EGFR,True,False,False,1,11.964327827026748,1430.0,,,
EGLN2,True,True,False,2,8.32878809868905,4860.0,560.0,1124.0,
EGLN3,True,False,False,1,13.285687913047306,971.0,,,
EGR1,True,False,False,1,9.155712302228542,3649.0,,,
EGR3,True,False,False,1,8.580942133337281,4441.0,,,
EHBP1L1,True,False,False,1,11.599703954839043,1616.0,,,
EHD2,True,False,False,1,13.234042216967763,991.0,,,
EHD3,True,False,False,1,9.15729331883353,3645.0,,,
EHD4,True,False,False,1,10.7857757464477,2130.0,,,
EHMT1,False,True,False,1,,,276.0,4505.0,
EHMT2,True,False,False,1,10.0148488574166,2719.0,,,
EIF1AY,True,False,False,1,15.18568888061316,570.0,,,
EIF2A,False,True,False,1,,,522.0,1301.0,
EIF2AK4,False,True,False,1,,,456.0,1760.0,
EIF2B4,False,True,False,1,,,365.0,2721.0,
EIF2B5,False,True,False,1,,,316.0,3532.0,
EIF2S1,False,True,False,1,,,396.0,2343.0,
EIF3B,False,True,False,1,,,404.0,2258.0,
EIF3CL,True,False,False,1,8.923038611396167,3967.0,,,
EIF3G,False,True,False,1,,,277.0,4471.0,
EIF3H,False,True,False,1,,,277.0,4476.0,
EIF3I,False,True,False,1,,,279.0,4402.0,
EIF3M,False,True,False,1,,,313.0,3605.0,
EIF4E2,False,True,False,1,,,289.0,4150.0,
EIF4ENIF1,False,True,False,1,,,540.0,1212.0,
EIF4G1,True,True,False,2,9.522974924607638,3229.0,377.0,2572.0,
EIF4H,False,True,False,1,,,481.0,1576.0,
EIF5A,True,False,False,1,9.212338318676435,3571.0,,,
ELF3,True,False,False,1,8.785832834206042,4139.0,,,
ELF4,True,False,False,1,8.492921450939345,4587.0,,,
ELFN1,True,False,False,1,8.874410265322991,4033.0,,,
ELK1,True,True,False,2,8.791089365631938,4134.0,332.0,3228.0,
ELMO1,True,False,False,1,10.951920912262072,2023.0,,,
ELMO3,False,True,False,1,,,268.0,4712.0,
ELMOD3,False,True,False,1,,,326.0,3359.0,
ELN,True,False,False,1,14.185469875617985,757.0,,,
ELOA,False,True,False,1,,,296.0,3979.0,
ELOVL1,True,False,False,1,9.974490367385222,2762.0,,,
ELOVL2,True,False,False,1,9.023324145766246,3822.0,,,
ELP1,False,True,False,1,,,904.0,388.0,
ELP2,False,True,False,1,,,515.0,1342.0,
ELP3,False,True,False,1,,,585.0,1001.0,
ELP6,False,True,False,1,,,347.0,2996.0,
EMB,True,False,False,1,11.49193886217141,1676.0,,,
EMC10,True,False,False,1,10.20995236885462,2554.0,,,
EMCN,True,False,False,1,12.897845609801434,1085.0,,,
EMD,False,False,True,1,,,,,both
EMID1,True,False,False,1,8.493719822449085,4585.0,,,
EMILIN1,True,False,False,1,15.7560072997325,479.0,,,
EMILIN2,True,False,False,1,10.289240251674617,2482.0,,,
EMILIN3,True,False,False,1,8.325486219120059,4861.0,,,
EML2,True,False,False,1,8.928440927782125,3961.0,,,
EML3,True,True,False,2,11.172381277525783,1889.0,322.0,3430.0,
EMP1,True,False,False,1,15.153155164093782,572.0,,,
EMP3,True,False,False,1,8.582642073135185,4438.0,,,
ENAM,True,False,False,1,8.626590202296487,4371.0,,,
ENC1,True,False,False,1,9.884601028973144,2830.0,,,
ENDOG,True,False,False,1,9.11162708897521,3705.0,,,
ENG,True,False,False,1,16.22116220880112,409.0,,,
ENGASE,True,True,False,2,10.22933059910448,2535.0,424.0,2065.0,
ENO3,True,True,False,2,18.31941003989601,244.0,262.0,4897.0,
ENPEP,True,False,False,1,9.93381050988131,2797.0,,,
ENPP2,True,False,False,1,11.285385488145415,1821.0,,,
ENPP5,True,False,False,1,9.245269047979807,3524.0,,,
ENPP7,False,True,False,1,,,345.0,3034.0,
ENTPD4,False,True,False,1,,,305.0,3765.0,
ENTPD6,True,False,False,1,9.002064274449523,3851.0,,,
EPAS1,True,False,False,1,13.958187871545135,812.0,,,
EPB41L1,True,False,False,1,8.917511973982117,3978.0,,,
EPB41L3,True,False,False,1,11.754152693674502,1531.0,,,
EPB41L4A,True,False,False,1,9.427694256639096,3328.0,,,
EPB41L4B,True,False,False,1,8.7271507612412,4233.0,,,
EPCAM,True,False,False,1,10.164471705215844,2599.0,,,
EPDR1,True,False,False,1,11.235754444031508,1853.0,,,
EPG5,False,True,False,1,,,274.0,4555.0,
EPHA2,True,False,False,1,14.78025436140622,636.0,,,
EPHA3,True,False,False,1,13.386355947015296,946.0,,,
EPHA4,True,False,False,1,9.977885857300894,2758.0,,,
EPHA5,True,False,False,1,9.841732435355135,2876.0,,,
EPHA7,True,False,False,1,11.632733928661205,1592.0,,,
EPHB2,True,False,False,1,11.563552587371491,1637.0,,,
EPHB3,True,True,False,2,14.613503247189287,671.0,300.0,3887.0,
EPHB4,True,False,False,1,11.456768519944733,1696.0,,,
EPHX1,True,False,False,1,12.807056210822148,1107.0,,,
EPHX2,True,True,False,2,11.23822917757475,1849.0,281.0,4344.0,
EPM2A,False,True,False,1,,,600.0,949.0,
EPN3,True,False,False,1,9.73749896846066,2993.0,,,
EPPK1,True,False,False,1,11.910916641219982,1456.0,,,
EPS8L2,True,False,False,1,11.041752240637752,1963.0,,,
ERAP2,True,False,False,1,9.853085064350925,2864.0,,,
ERBB2,True,True,False,2,10.596022057392853,2260.0,429.0,2009.0,
ERBB4,True,False,False,1,15.680772710882612,491.0,,,
ERC2,True,False,False,1,9.238715373474555,3535.0,,,
ERCC1,False,True,False,1,,,356.0,2857.0,
ERCC2,False,True,False,1,,,284.0,4274.0,
ERCC3,False,True,False,1,,,510.0,1384.0,
ERCC6L2,False,True,False,1,,,428.0,2029.0,
ERCC8,False,True,False,1,,,354.0,2890.0,
ERF,True,True,False,2,13.386829531118924,945.0,387.0,2452.0,
ERG,True,False,False,1,15.12899807260543,576.0,,,
ERI3,True,False,False,1,8.468666079710413,4636.0,,,
ERICH5,True,False,False,1,8.912310776622764,3985.0,,,
ERLEC1,False,True,False,1,,,277.0,4466.0,
ERRFI1,True,False,False,1,10.640098447238488,2228.0,,,
ERVH48-1,False,True,False,1,,,422.0,2087.0,
ERVW-1,False,True,False,1,,,1825.0,38.0,
ESAM,True,False,False,1,16.794027994827207,350.0,,,
ESD,False,True,False,1,,,271.0,4645.0,
ESM1,True,False,False,1,18.00306282500894,267.0,,,
ESPL1,True,False,False,1,8.971657901663107,3905.0,,,
ESRP1,True,False,False,1,8.911093843964327,3989.0,,,
ESRRA,True,False,False,1,11.5236221662274,1655.0,,,
ESRRB,True,True,False,2,9.188143716005223,3599.0,277.0,4470.0,
ESRRG,True,True,False,2,17.03837203115308,327.0,360.0,2795.0,
ESYT1,True,False,False,1,8.351896640380554,4817.0,,,
ESYT3,False,True,False,1,,,378.0,2562.0,
ETF1,False,True,False,1,,,544.0,1196.0,
ETNK2,True,False,False,1,9.084192991541364,3746.0,,,
ETNPPL,True,False,False,1,8.529502417448178,4531.0,,,
ETS1,True,False,False,1,8.425674152128131,4689.0,,,
ETV1,True,False,False,1,10.513847617683274,2326.0,,,
ETV4,True,False,False,1,9.19320752904165,3594.0,,,
ETV5,True,False,False,1,8.475950678583448,4622.0,,,
EVA1A,True,False,False,1,11.11133811482344,1928.0,,,
EVA1B,True,False,False,1,10.947694283976848,2026.0,,,
EVA1C,True,False,False,1,8.819365411580309,4095.0,,,
EVC,True,False,False,1,11.269233328695128,1832.0,,,
EVI2A,True,False,False,1,9.405721959393825,3345.0,,,
EVI2B,True,False,False,1,12.193812141292517,1330.0,,,
EVI5L,True,True,False,2,9.8717354139194,2844.0,315.0,3558.0,
EXO1,True,False,False,1,8.417908978947802,4701.0,,,
EXOC1,False,True,False,1,,,596.0,959.0,
EXOC2,False,True,False,1,,,555.0,1149.0,
EXOC4,False,True,False,1,,,278.0,4442.0,
EXOC5,False,True,False,1,,,553.0,1162.0,
EXOC6B,True,True,False,2,8.36650318558527,4784.0,279.0,4413.0,
EXOC7,False,True,False,1,,,457.0,1753.0,
EXOC8,False,True,False,1,,,295.0,4012.0,
EXT2,False,True,False,1,,,428.0,2025.0,
EXTL1,True,False,False,1,13.023262415122602,1054.0,,,
EYA1,True,False,False,1,10.38216958367306,2418.0,,,
EYA4,True,False,False,1,11.242660876200263,1844.0,,,
F10,True,False,False,1,9.531569715860549,3212.0,,,
F11,False,True,False,1,,,486.0,1538.0,
F13A1,True,False,False,1,23.02307509482645,105.0,,,
F13B,False,True,False,1,,,293.0,4069.0,
F2R,True,False,False,1,10.063565785220137,2679.0,,,
