gene,in_degree,centrality_rank,selected
FRG1-DT,3241,1,True
FRG1-DT,3241,2,True
LINC01226,2866,3,True
SNRPGP18,2821,4,True
ENSG00000273507,2807,5,True
ENSG00000227948,2660,6,True
ENSG00000286316,2530,7,True
ENSG00000286706,2426,8,True
ENSG00000288104,2420,9,True
ENSG00000281180,2416,10,True
ENSG00000279467,2415,11,True
SUMO2P8,2358,12,True
ENSG00000272406,2301,13,True
ENSG00000260288,2256,14,True
LINC00320,2235,15,True
ENSG00000218521,2229,16,True
BMP2KL,2206,17,True
ENSG00000287373,2166,18,True
LINC01285,2162,19,True
ENSG00000225017,2162,20,True
ENSG00000274397,2150,21,True
ENSG00000253452,2133,22,True
ENSG00000270174,2088,23,True
LINC01192,2077,24,True
C5ORF64,2063,25,True
ENSG00000287671,2045,26,True
ENSG00000261451,2033,27,True
ENSG00000260194,2031,28,True
ENSG00000287611,2031,29,True
AHI1-DT,1999,30,True
ENSG00000269514,1991,31,True
POU5F2,1981,32,True
EPIC1,1980,33,True
LINC01562,1975,34,True
ENSG00000243621,1882,35,True
ENSG00000254538,1880,36,True
ENSG00000288091,1852,37,True
ERVW-1,1825,38,True
RNU11-2P,1814,39,True
ENSG00000262803,1814,40,True
RN7SL648P,1799,41,True
ENSG00000284722,1796,42,True
ENSG00000287177,1796,43,True
ENSG00000260733,1793,44,True
ENSG00000237704,1781,45,True
ENSG00000279217,1779,46,True
GNAO1-DT,1772,47,True
OR2A5,1763,48,True
ENSG00000270421,1758,49,True
ENSG00000287189,1757,50,True
ZBTB20-AS5,1750,51,True
NIP7P3,1739,52,True
LINC02324,1727,53,True
OR2A5,1709,54,True
ENSG00000252904,1707,55,True
ENSG00000236858,1703,56,True
C2ORF50,1702,57,True
ENSG00000230826,1699,58,True
ENSG00000286274,1694,59,True
CYYR1-AS1,1687,60,True
LINC01949,1672,61,True
ENSG00000283509,1654,62,True
ENSG00000287000,1652,63,True
LINC00276,1650,64,True
ENSG00000230894,1646,65,True
LINC01205,1641,66,True
ENSG00000279652,1639,67,True
ENSG00000242753,1616,68,True
RNU4ATAC16P,1599,69,True
MIR1255B2,1599,70,True
BBS7-DT,1578,71,True
CHCHD4P5,1571,72,True
ENSG00000218313,1567,73,True
ENSG00000213287,1556,74,True
ENSG00000217488,1553,75,True
ENSG00000287920,1552,76,True
ENSG00000261826,1541,77,True
OR5A2,1531,78,True
OR4D9,1528,79,True
ENSG00000274614,1522,80,True
RNU6-107P,1512,81,True
IFNK,1508,82,True
LINC00499,1506,83,True
LINC00652,1502,84,True
ENSG00000224810,1502,85,True
DHFRP2,1502,86,True
ENSG00000286679,1502,87,True
RIT2,1496,88,True
LINC01727,1491,89,True
ENSG00000227486,1487,90,True
APRG1,1486,91,True
ENSG00000279080,1486,92,True
ENSG00000287667,1486,93,True
HTN1,1459,94,True
TTLL7-IT1,1456,95,True
CZIB-DT,1456,96,True
ENSG00000287998,1455,97,True
MIR548AJ2,1453,98,True
ENSG00000201343,1447,99,True
ENSG00000287258,1442,100,True
ATG10-AS1,1439,101,True
CADM2-AS2,1435,102,True
ENSG00000251152,1432,103,True
RNU6-199P,1421,104,True
ENSG00000258930,1421,105,True
ENSG00000281015,1421,106,True
HSDL2-AS1,1410,107,True
ARGFX,1406,108,True
NKAIN3,1404,109,True
ENSG00000287355,1400,110,True
ENSG00000231863,1399,111,True
ENSG00000285749,1393,112,True
ENSG00000287105,1387,113,True
CACNA2D1-AS1,1382,114,True
CADM2-AS1,1378,115,True
ENSG00000267879,1377,116,True
ENSG00000259481,1371,117,True
LPP-AS1,1370,118,True
LINC02013,1365,119,True
ENSG00000233539,1363,120,True
ENSG00000248744,1355,121,True
ENSG00000260072,1355,122,True
ENSG00000254302,1353,123,True
ENSG00000199938,1350,124,True
ENSG00000265484,1343,125,True
ENSG00000287754,1336,126,True
MYO3B-AS1,1335,127,True
ENSG00000269945,1331,128,True
FAM242A,1330,129,True
ENSG00000236583,1329,130,True
LINC01422,1328,131,True
OR6B1,1322,132,True
ENSG00000232184,1321,133,True
OR6B1,1321,134,True
ENSG00000271146,1320,135,True
ENSG00000259866,1317,136,True
ENSG00000285651,1312,137,True
ENSG00000287439,1311,138,True
LINC02964,1309,139,True
ENSG00000231731,1306,140,True
LINC02558,1305,141,True
L3MBTL4-AS1,1303,142,True
ENSG00000284196,1301,143,True
SAG,1300,144,True
ENSG00000287452,1299,145,True
SAG,1297,146,True
ENSG00000283118,1296,147,True
ENSG00000257470,1281,148,True
ZNF75CP,1278,149,True
LINC01442,1275,150,True
LGALSL-DT,1273,151,True
ENSG00000241546,1269,152,True
ENSG00000271500,1269,153,True
ENSG00000287565,1268,154,True
ENSG00000285310,1265,155,True
ENSG00000258455,1262,156,True
ENSG00000264196,1261,157,True
ENSG00000285039,1257,158,True
ENSG00000282385,1256,159,True
LINC01206,1255,160,True
PIGFP2,1250,161,True
ENSG00000273374,1243,162,True
ENSG00000232537,1235,163,True
ENSG00000275383,1235,164,True
ENSG00000288467,1235,165,True
ENSG00000283519,1234,166,True
RNU6-1188P,1232,167,True
USP12P2,1227,168,True
ENSG00000275963,1226,169,True
ASTN2-AS1,1222,170,True
LINC01721,1220,171,True
OR2AT4,1219,172,True
OR2M4,1217,173,True
ENSG00000200351,1217,174,True
ENSG00000270893,1213,175,True
HTN1,1213,176,True
ENSG00000286741,1211,177,True
ENSG00000285980,1210,178,True
MIR548D1,1209,179,True
ENSG00000286245,1208,180,True
LINC01359,1207,181,True
ENSG00000290118,1207,182,True
ENSG00000261837,1204,183,True
LINC02857,1201,184,True
MIR548AA1,1198,185,True
ENSG00000286100,1198,186,True
DNAJB6P7,1197,187,True
ENSG00000285778,1195,188,True
RNU6-681P,1193,189,True
ENSG00000260694,1193,190,True
ZNF350-AS1,1188,191,True
ENSG00000287214,1185,192,True
LINC00621,1184,193,True
ENSG00000260271,1181,194,True
ENSG00000265494,1181,195,True
RALGAPB,1178,196,True
SLC22A25,1177,197,True
RNU6-82P,1177,198,True
KANSL1L-AS1,1177,199,True
TPH2,1173,200,True
OR8A1,1171,201,True
COX5BP3,1171,202,True
ENSG00000286681,1171,203,True
ENSG00000236957,1165,204,True
TAS2R13,1158,205,True
RNU6-341P,1158,206,True
ENSG00000288016,1158,207,True
TAS2R13,1157,208,True
TAS2R13,1156,209,True
ENSG00000287299,1156,210,True
DDX18P5,1152,211,True
ENSG00000271519,1152,212,True
MIR1296,1148,213,True
ENSG00000238966,1144,214,True
PDHA1P1,1143,215,True
LINC01409,1140,216,True
LZTR1,1139,217,True
ENSG00000202514,1135,218,True
LINC01445,1135,219,True
ENSG00000286327,1132,220,True
ENSG00000287555,1132,221,True
STX18-AS1,1130,222,True
ENSG00000257277,1129,223,True
ENSG00000270314,1129,224,True
ENSG00000218757,1128,225,True
ENSG00000233928,1128,226,True
ENSG00000288679,1122,227,True
RNASEH2B-AS1,1118,228,True
ENSG00000285971,1118,229,True
ENSG00000286891,1113,230,True
ENSG00000278920,1112,231,True
ENSG00000249028,1111,232,True
LINC00836,1111,233,True
ENSG00000230794,1107,234,True
RNU6-198P,1105,235,True
LINC01499,1105,236,True
LINC02645,1103,237,True
ENSG00000286450,1102,238,True
C21ORF62-AS1,1100,239,True
TMCO5A,1096,240,True
ENSG00000233021,1095,241,True
TSHR,1094,242,True
LINC01608,1090,243,True
ENSG00000271860,1088,244,True
ENSG00000207117,1085,245,True
ENSG00000280660,1078,246,True
ENSG00000279159,1072,247,True
ENSG00000260033,1069,248,True
OR10H5,1068,249,True
MYT1L,1066,250,True
SMC2-DT,1066,251,True
ENSG00000279085,1066,252,True
LINC01761,1065,253,True
RNU4-72P,1059,254,True
ENSG00000237720,1058,255,True
GMDS-DT,1058,256,True
TMEM212-AS1,1057,257,True
ENSG00000200502,1056,258,True
ENSG00000233877,1056,259,True
DELEC1,1055,260,True
ENSG00000250453,1053,261,True
ENSG00000285627,1053,262,True
PRKCE-AS1,1051,263,True
ENSG00000247810,1050,264,True
ENSG00000230815,1049,265,True
ENSG00000285682,1049,266,True
FBXO15,1047,267,True
ENSG00000260261,1046,268,True
C12ORF40,1044,269,True
PAXBP1-AS1,1043,270,True
ENSG00000266696,1043,271,True
ENSG00000286956,1043,272,True
ENSG00000255087,1042,273,True
ENSG00000280030,1037,274,True
WDR82,1034,275,True
UHRF2P1,1034,276,True
ENSG00000268416,1034,277,True
ENSG00000272054,1032,278,True
LINC01046,1029,279,True
ENSG00000287719,1027,280,True
HELLPAR,1025,281,True
LINC01378,1023,282,True
ENSG00000287067,1022,283,True
ENSG00000287106,1022,284,True
ENSG00000259103,1019,285,True
ENSG00000286548,1018,286,True
ENSG00000287558,1017,287,True
MIR4280HG,1016,288,True
TIGD1,1014,289,True
ENSG00000228793,1014,290,True
ENSG00000237283,1013,291,True
ENSG00000286802,1013,292,True
LINC00507,1012,293,True
ENSG00000249593,1011,294,True
LINC00907,1011,295,True
LINC01643,1010,296,True
OR6Y1,1009,297,True
ENSG00000285486,1009,298,True
ENSG00000224972,1005,299,True
LINC01877,1005,300,True
NUDT16-DT,1004,301,True
ENSG00000260370,1004,302,True
ENSG00000207286,1002,303,True
ENSG00000233665,999,304,True
ENSG00000239835,998,305,True
ENSG00000287682,997,306,True
ENSG00000223944,994,307,True
SCARNA3,992,308,True
ENSG00000285309,992,309,True
ENSG00000249642,991,310,True
MIR548H4,990,311,True
ENSG00000286833,990,312,True
BPIFA3,988,313,True
ENSG00000278784,988,314,True
UBE3C,987,315,True
ENSG00000280007,986,316,True
KRT18P57,984,317,True
ENSG00000286403,984,318,True
ENSG00000287424,983,319,True
OR5A1,982,320,True
ENSG00000222467,981,321,True
ENSG00000283183,981,322,True
SFTPD-AS1,980,323,True
ENSG00000282124,980,324,True
ENSG00000285706,974,325,True
GPR107,973,326,True
ENSG00000228076,972,327,True
ENSG00000251682,972,328,True
MIR548C,970,329,True
ENSG00000287963,968,330,True
MIR548Z,967,331,True
LINC00174,965,332,True
ENSG00000226854,965,333,True
NDUFA3P2,965,334,True
VIRMA,963,335,True
S100A7A,962,336,True
ENSG00000280341,962,337,True
ENSG00000285603,962,338,True
TMEM14EP,960,339,True
MBD1,956,340,True
ENSG00000255396,954,341,True
LINC01964,954,342,True
YBX1P3,953,343,True
ENSG00000287977,953,344,True
ENSG00000250069,952,345,True
FGF14-IT1,951,346,True
ENSG00000287933,951,347,True
ENSG00000280356,950,348,True
NPFFR1,948,349,True
ENSG00000212181,944,350,True
SRMP2,943,351,True
ENSG00000252975,942,352,True
LINC02073,942,353,True
MIR548F1,940,354,True
OR7E25P,938,355,True
ENSG00000258670,937,356,True
LHFPL5,936,357,True
DISC1-IT1,936,358,True
ENSG00000276272,934,359,True
RNU2-41P,931,360,True
ENSG00000272918,931,361,True
RGSL1,929,362,True
MKRN5P,929,363,True
ENSG00000253317,929,364,True
ENSG00000253912,929,365,True
AIG1P1,927,366,True
ENSG00000212461,926,367,True
TGM6,924,368,True
L3MBTL1,924,369,True
SPATA31D5P,922,370,True
ENSG00000287112,922,371,True
ENSG00000253377,921,372,True
PRNCR1,921,373,True
ENSG00000285930,919,374,True
ENSG00000286366,919,375,True
ENSG00000251002,918,376,True
RNU6-1283P,917,377,True
LINC02175,917,378,True
NCBP1,915,379,True
ENSG00000271410,914,380,True
GABRG3-AS1,913,381,True
PAFAH1B1,910,382,True
ENSG00000265815,908,383,True
ENSG00000275512,908,384,True
ENSG00000286470,908,385,True
LAMTOR5-AS1,907,386,True
ENSG00000261654,906,387,True
ELP1,904,388,True
EIF1B-AS1,903,389,True
OR5AS1,901,390,True
TATDN1P1,901,391,True
ENSG00000270575,901,392,True
RSU1P3,900,393,True
ENSG00000288056,900,394,True
ENSG00000202141,898,395,True
GMEB2,896,396,True
ENSG00000249743,896,397,True
ENSG00000225711,895,398,True
MIR548AA2,890,399,True
MIR548D2,889,400,True
ENSG00000287272,889,401,True
ENSG00000217512,888,402,True
ENSG00000272563,887,403,True
ENSG00000229229,886,404,True
ENSG00000264853,886,405,True
ENSG00000267136,886,406,True
ENSG00000235945,885,407,True
CELF2-DT,885,408,True
LINC00939,884,409,True
ENSG00000235281,883,410,True
ENSG00000285582,883,411,True
ENSG00000280011,881,412,True
CEBPB-AS1,880,413,True
ENSG00000228655,878,414,True
MED15P7,878,415,True
MSANTD2-AS1,878,416,True
ENSG00000287554,878,417,True
ENSG00000273828,877,418,True
GTF2I-AS1,876,419,True
ENSG00000266371,876,420,True
ENSG00000224946,874,421,True
ENSG00000228351,873,422,True
MIR3936HG,873,423,True
GABRG2,870,424,True
ENSG00000235279,869,425,True
ENSG00000280870,869,426,True
ENSG00000286933,869,427,True
ENSG00000287824,866,428,True
ENSG00000237734,865,429,True
VSTM2B-DT,864,430,True
ENSG00000266821,863,431,True
PDCD6IP,862,432,True
ENSG00000282906,862,433,True
AOAH,860,434,True
TAOK2,859,435,True
TAGAP-AS1,859,436,True
ENSG00000283001,858,437,True
RAD51AP1P1,857,438,True
ENSG00000284052,856,439,True
ENSG00000285663,855,440,True
KRT18P31,854,441,True
GGA1,853,442,True
SPG11,853,443,True
ENSG00000267146,853,444,True
ENSG00000277526,853,445,True
DIDO1,850,446,True
ENSG00000231132,846,447,True
PPFIA1P1,846,448,True
RNU6-331P,844,449,True
LINC02112,844,450,True
POU5F1P5,843,451,True
RNU2-16P,842,452,True
GOT1-DT,842,453,True
CCNB2P1,841,454,True
ENSG00000231980,841,455,True
ENSG00000279110,838,456,True
ENSG00000286402,838,457,True
LINC01250,837,458,True
ALOX15P2,833,459,True
ENSG00000234162,833,460,True
LINC02250,833,461,True
MIR5706,833,462,True
ENSG00000290076,832,463,True
RNU2-10P,831,464,True
GTF3AP2,831,465,True
TAS2R50,829,466,True
EFCAB6-AS1,829,467,True
ENSG00000286828,829,468,True
TAS2R50,828,469,True
SPACA5,827,470,True
ENSG00000228171,827,471,True
TAS2R50,827,472,True
ENSG00000285919,827,473,True
GOLGA2P5,824,474,True
ENSG00000258526,824,475,True
ENSG00000226484,823,476,True
OR7C1,822,477,True
ENSG00000288008,822,478,True
ENSG00000253642,821,479,True
DIS3,820,480,True
FAM168B,817,481,True
BIRC6-AS2,817,482,True
BASP1-AS1,816,483,True
UBAP1L,816,484,True
KCNMA1-AS3,815,485,True
ABCF3,814,486,True
ENSG00000275427,813,487,True
CCAR2,812,488,True
ENSG00000226527,812,489,True
USP12-AS1,812,490,True
ENSG00000282734,811,491,True
ENSG00000258968,808,492,True
LINC01544,808,493,True
METTL21AP1,806,494,True
ENSG00000287044,806,495,True
FAM47E,805,496,True
ENSG00000262293,803,497,True
ENSG00000256400,802,498,True
NEURL4,801,499,True
NEURL4,800,500,True
ENSG00000283380,800,501,True
TAB1,799,502,True
PIKFYVE,799,503,True
CROCCP3,797,504,True
ENSG00000237480,797,505,True
OR1M1,794,506,True
ENSG00000233363,794,507,True
NISCH,793,508,True
ATG16L1,792,509,True
GSK3B-DT,791,510,True
ENSG00000284839,791,511,True
ENSG00000270487,790,512,True
ATG16L1,789,513,True
TTC21B,789,514,True
LINC00690,789,515,True
SYMPK,788,516,True
ENSG00000284376,788,517,True
WARS2-AS1,787,518,True
HECW1-IT1,786,519,True
ENSG00000236283,783,520,True
CPSF1,782,521,True
ENSG00000264458,781,522,True
ENSG00000271382,781,523,True
ENSG00000279987,781,524,True
DSCR4,780,525,True
CPSF1,780,526,True
OR5AU1,779,527,True
SCN1A-AS1,779,528,True
NPLOC4,777,529,True
ENSG00000223623,777,530,True
GRM5P1,776,531,True
FGF14-AS1,775,532,True
GRM5P1,775,533,True
ENSG00000241991,774,534,True
ENSG00000287074,774,535,True
LINC01501,773,536,True
ENSG00000268362,773,537,True
ENSG00000285940,772,538,True
MIR3139,771,539,True
OR7D4,770,540,True
SOX5-AS1,770,541,True
TRMT61A-DT,770,542,True
CTCFL,769,543,True
TASOR,769,544,True
ENSG00000251805,769,545,True
PLA2G6,768,546,True
RNA5SP88,768,547,True
MIR124-2HG,768,548,True
ENSG00000280383,768,549,True
SOX1-OT,767,550,True
ENSG00000253205,767,551,True
ENSG00000288667,767,552,True
ZNF556,762,553,True
ENSG00000288054,758,554,True
ZBTB20-AS3,756,555,True
ENSG00000251048,756,556,True
ENSG00000277035,756,557,True
ENSG00000290111,756,558,True
SUGP2,755,559,True
ENSG00000201554,755,560,True
ENSG00000250869,755,561,True
GTF3C5,753,562,True
PIK3CD-AS1,753,563,True
UBR5,752,564,True
HTR3B,752,565,True
RN7SL629P,752,566,True
SEPSECS-AS1,752,567,True
ENSG00000255537,751,568,True
ENSG00000249691,750,569,True
ENSG00000201619,748,570,True
ENSG00000271795,748,571,True
MUC20-OT1,748,572,True
MACROD2-AS1,746,573,True
ENSG00000277767,745,574,True
TLR8,744,575,True
ENSG00000248994,744,576,True
ENSG00000259541,744,577,True
ENSG00000274328,744,578,True
ENSG00000286462,744,579,True
ZNF767P,743,580,True
CD300LF,743,581,True
UXT-AS1,743,582,True
AGAP3,742,583,True
DEPDC1P1,742,584,True
ENSG00000288588,742,585,True
ARFGAP1,741,586,True
SDHAP4,741,587,True
LY86-AS1,741,588,True
ENSG00000227197,741,589,True
DDX42,740,590,True
LINC01902,740,591,True
MUC20-OT1,739,592,True
MFF-DT,738,593,True
ENSG00000286269,738,594,True
PARVG,737,595,True
MUC20-OT1,736,596,True
ENSG00000226541,735,597,True
OR2M3,735,598,True
MUC20-OT1,735,599,True
RNU6-1016P,734,600,True
MUC20-OT1,734,601,True
PLUT,731,602,True
ENSG00000268218,731,603,True
SMG5,729,604,True
RNU4-24P,729,605,True
ARFGEF1,727,606,True
DLEU7,727,607,True
ENSG00000289688,727,608,True
ENSG00000206779,726,609,True
BRD7P4,726,610,True
RNU7-73P,726,611,True
MYO1G,725,612,True
MROH7,724,613,True
ENSG00000258380,723,614,True
MUC20-OT1,723,615,True
PDS5A,722,616,True
RNA5SP428,722,617,True
ENSG00000263551,722,618,True
ENSG00000287051,722,619,True
ENSG00000288875,722,620,True
SERPINB13,721,621,True
RNA5SP20,721,622,True
SASH3,720,623,True
YEATS2-AS1,720,624,True
ENSG00000287202,720,625,True
XPO1,719,626,True
USP34,719,627,True
AP1G1,719,628,True
CCDC30,719,629,True
LINC02492,719,630,True
GARIN6,717,631,True
ENSG00000287380,717,632,True
HCK,716,633,True
ENSG00000286332,716,634,True
OR7G2,715,635,True
C9ORF131,715,636,True
ENSG00000270977,715,637,True
LINC02109,714,638,True
GNAO1-AS1,714,639,True
CDAN1,713,640,True
LINC01471,713,641,True
PUM2,712,642,True
LINC02619,712,643,True
ENSG00000261369,711,644,True
ENSG00000278390,711,645,True
ENSG00000213963,710,646,True
ZNF514,709,647,True
TNKS,709,648,True
ENSG00000200883,709,649,True
SLC25A3P1,709,650,True
ZNF445,709,651,True
ENSG00000287524,709,652,True
TRIP12,708,653,True
ENSG00000286694,708,654,True
ENSG00000239686,707,655,True
BRF1,706,656,True
ENSG00000253088,706,657,True
ENSG00000254561,706,658,True
ADCY5,705,659,True
ATP5MC2P3,705,660,True
CACNA2D3-AS1,705,661,True
SIN3B,704,662,True
TOPAZ1,704,663,True
LINC01919,704,664,True
ENSG00000270139,704,665,True
HULC,704,666,True
OTUD4P1,703,667,True
LNX1-AS2,703,668,True
LINC02965,703,669,True
MYH7B,702,670,True
ZNF445,701,671,True
RNU6-613P,701,672,True
TCHHL1,700,673,True
MRPS6P2,700,674,True
HK3,699,675,True
SCAF8,699,676,True
LINC01159,699,677,True
ERVK13-1,699,678,True
RNU6-91P,698,679,True
ENSG00000279738,698,680,True
ENSG00000206728,697,681,True
KCNMB2-AS1,697,682,True
MIR5687,697,683,True
SH3GL1P1,697,684,True
ENSG00000288525,697,685,True
HTR5A,696,686,True
RPL31P20,696,687,True
PTPRC,695,688,True
PDCL3P4,695,689,True
ENSG00000254787,695,690,True
ENSG00000266965,695,691,True
ADGRV1,694,692,True
LINC01210,694,693,True
ENSG00000260958,694,694,True
GPRIN2,693,695,True
ENSG00000226668,693,696,True
LINC02275,693,697,True
DNM2,692,698,True
SENP6,692,699,True
EDDM3CP,692,700,True
TRAPPC11,691,701,True
MIR7515HG,691,702,True
TSSK4,691,703,True
ENSG00000286918,691,704,True
ENSG00000250934,690,705,True
C2ORF49,688,706,True
TSSK4,688,707,True
INTS1,688,708,True
GAPVD1,688,709,True
XPO5,686,710,True
KRT82,686,711,True
AOAH-IT1,686,712,True
RAB33B-AS1,685,713,True
ENSG00000287410,685,714,True
TAGAP,684,715,True
DCTN4,683,716,True
EOLA2-DT,683,717,True
INTS6-AS1,683,718,True
ENSG00000251579,683,719,True
MIR548X2,683,720,True
ENSG00000290119,683,721,True
CMTR1,682,722,True
SLC1A6,681,723,True
ENSG00000287679,681,724,True
KPNA1,680,725,True
ENSG00000287736,680,726,True
SNORA70G,679,727,True
LINC01671,678,728,True
SNORA28,678,729,True
HECTD1,676,730,True
LINC02871,676,731,True
UBQLN1,676,732,True
ENSG00000259223,676,733,True
ENSG00000289092,676,734,True
MMD2,674,735,True
ENSG00000230010,674,736,True
LINC02756,674,737,True
RLIM,673,738,True
LINC00410,672,739,True
C12ORF50,671,740,True
ANAPC2,670,741,True
PRELID1P3,670,742,True
ENSG00000234784,669,743,True
ENSG00000235347,669,744,True
ENSG00000249125,669,745,True
LINC02196,669,746,True
ENSG00000257458,669,747,True
FOXN3-AS2,669,748,True
ENSG00000286685,669,749,True
LCMT1-AS2,668,750,True
STAG3,667,751,True
PCGF3,667,752,True
RNU6-97P,667,753,True
ENSG00000159239,666,754,True
RNU6-653P,666,755,True
ENSG00000285672,666,756,True
UNC80,665,757,True
OR4M1,665,758,True
DMBT1L1,665,759,True
OR2G6,665,760,True
CR1,665,761,True
ENSG00000255585,665,762,True
QRSL1P3,665,763,True
ENSG00000202417,664,764,True
ENSG00000263278,664,765,True
ABCC8,663,766,True
LINC01694,663,767,True
DICER1-AS1,663,768,True
ENSG00000261763,663,769,True
ENSG00000286616,663,770,True
ENSG00000286412,662,771,True
WASHC5,661,772,True
MIR548F2,661,773,True
ENSG00000266598,661,774,True
ENSG00000248837,660,775,True
MIR3140,660,776,True
ENSG00000286831,660,777,True
PCSEAT,659,778,True
MED24,658,779,True
URGCP,658,780,True
ITGAM,657,781,True
ACAD9,657,782,True
ATP8A2P2,657,783,True
LINC00393,655,784,True
ENSG00000270035,655,785,True
ENSG00000287063,655,786,True
FAM135B,654,787,True
NFIA-AS2,654,788,True
ENSG00000270387,654,789,True
PDPR2P,653,790,True
C8ORF34-AS1,653,791,True
ENSG00000201944,652,792,True
ENSG00000261072,652,793,True
ENSG00000287591,651,794,True
NRG1-IT1,650,795,True
ENSG00000276359,650,796,True
ENSG00000287309,650,797,True
SIGLEC9,649,798,True
SHLD2P2,649,799,True
ATP13A1,648,800,True
KIF5C,648,801,True
ENSG00000253059,648,802,True
RBFADN,648,803,True
ILDR2,647,804,True
ENSG00000207370,647,805,True
ENSG00000287895,647,806,True
LINC02054,646,807,True
ZNF75BP,646,808,True
ENSG00000285979,646,809,True
ENSG00000286860,646,810,True
CD300LB,645,811,True
FAAP100,645,812,True
LINC02937,645,813,True
ENSG00000233891,645,814,True
ENSG00000250354,645,815,True
ENSG00000270554,644,816,True
TPTEP2,643,817,True
ENSG00000203335,642,818,True
PARK7P2,642,819,True
RNU6-130P,641,820,True
ENSG00000249098,641,821,True
RALGPS1,640,822,True
RNU6-130P,640,823,True
TRPV1,639,824,True
CCDC26,639,825,True
ENSG00000229425,639,826,True
AQR,638,827,True
KRT84,638,828,True
MIR4729,638,829,True
ENSG00000287525,638,830,True
ENSG00000236911,637,831,True
LINC01994,637,832,True
ENSG00000266602,637,833,True
ENSG00000287489,637,834,True
PTPRC,636,835,True
OR10A6,636,836,True
ENSG00000289068,636,837,True
ARHGAP26-AS1,635,838,True
ENSG00000286621,634,839,True
PSMD3,633,840,True
RNA5SP297,633,841,True
ENSG00000287306,633,842,True
CCR2,632,843,True
ENSG00000254394,632,844,True
ENSG00000278135,632,845,True
RORA-AS2,631,846,True
ENSG00000272578,631,847,True
ENSG00000286809,631,848,True
ENSG00000287556,631,849,True
ENSG00000287945,631,850,True
RN7SL801P,630,851,True
ENSG00000253112,630,852,True
GVQW3,629,853,True
STAG3L5P,629,854,True
ZBED3-AS1,629,855,True
ZNF76,627,856,True
KCNC1,627,857,True
CD53,627,858,True
GALNT7-DT,627,859,True
SLC25A46,626,860,True
HRG-AS1,626,861,True
GPM6A-DT,626,862,True
ENSG00000287241,626,863,True
MACROD2-IT1,625,864,True
ENSG00000285633,625,865,True
PHACTR3-AS1,624,866,True
ENSG00000278513,624,867,True
GARNL3,623,868,True
DLG2,623,869,True
ENSG00000249478,623,870,True
ZNF197,622,871,True
ENSG00000286861,622,872,True
RAB40C,621,873,True
NPIPB13,621,874,True
ENSG00000237921,621,875,True
ZNF197,621,876,True
ENSG00000285519,621,877,True
ENSG00000286722,621,878,True
VPS18,620,879,True
YME1L1,620,880,True
DHX57,620,881,True
AKT3-IT1,620,882,True
ENSG00000240401,620,883,True
RNF31,619,884,True
OR14J1,619,885,True
ENSG00000286141,619,886,True
TRMT1,618,887,True
TMEM147-AS1,618,888,True
RNU7-84P,618,889,True
POMT1,617,890,True
GUSBP11,617,891,True
NCBP3,616,892,True
TYK2,616,893,True
NTRK3-AS1,615,894,True
DPP8,614,895,True
OR1A1,614,896,True
OR5H14,614,897,True
FRG1-DT,614,898,True
ENSG00000261066,614,899,True
ENSG00000286418,614,900,True
EDC4,613,901,True
LINC01716,613,902,True
ZFYVE26,612,903,True
CYTH4,612,904,True
UBP1,612,905,True
ENSG00000234859,612,906,True
PRKCSH,611,907,True
HUNK,611,908,True
TSBP1-AS1,611,909,True
STX18-IT1,611,910,True
ENSG00000273381,611,911,True
SOS1,609,912,True
ZNF549,609,913,True
RBSN,609,914,True
ENSG00000227170,609,915,True
RPS3AP49,609,916,True
LINC02401,609,917,True
ENSG00000273007,609,918,True
ENSG00000288579,609,919,True
SMG1,608,920,True
DIAPH1-AS1,608,921,True
ENSG00000262603,608,922,True
ATG2B,607,923,True
PPIL2,607,924,True
LINC00928,607,925,True
FCGR2B,606,926,True
FCRL4,606,927,True
RPS2P15,606,928,True
SEC24C,605,929,True
ENSG00000251171,605,930,True
ENSG00000276005,605,931,True
MON2,604,932,True
ENSG00000231189,604,933,True
PCDH9-AS4,604,934,True
SEC61A1,603,935,True
HMGXB3,603,936,True
SRGAP3,603,937,True
ENSG00000240888,603,938,True
MAGI2-AS1,603,939,True
TAF1,602,940,True
ENSG00000285803,602,941,True
ENSG00000286635,602,942,True
ENSG00000286927,602,943,True
E4F1,601,944,True
RPS16P5,601,945,True
LINC01707,601,946,True
ENSG00000289788,601,947,True
STMN4,600,948,True
EPM2A,600,949,True
IKZF1,600,950,True
USP17L15,600,951,True
ENSG00000234943,600,952,True
ENSG00000288756,600,953,True
ARHGEF7-IT1,599,954,True
METTL14-DT,599,955,True
ENSG00000228625,598,956,True
MTREX,597,957,True
MYO1F,597,958,True
EXOC1,596,959,True
USP19,596,960,True
LINC01579,596,961,True
SNRNP70,595,962,True
SMPD4,595,963,True
ENSG00000229717,595,964,True
WASH5P,595,965,True
KATNIP,594,966,True
IL10RA,594,967,True
AGO3,594,968,True
ENSG00000276662,594,969,True
FOXK2,593,970,True
OR56A1,593,971,True
NFIA-AS1,593,972,True
LINC02018,593,973,True
RBM22P4,593,974,True
LINC02018,593,975,True
ACACB,592,976,True
CD86,592,977,True
KLHDC10,592,978,True
ENSG00000227455,592,979,True
ENSG00000229151,592,980,True
LINC01241,592,981,True
BNIP3P25,592,982,True
PDPK1,591,983,True
USP17L2,591,984,True
CACNB2,590,985,True
ENSG00000237031,590,986,True
LINC01247,589,987,True
