gene,variance,variance_rank,selected
FRYL,6.412806628408859,9263,False
TFDP1,6.412618776822061,9264,False
ENSG00000258964,6.412519510238666,9265,False
RFWD3,6.4123451007899295,9266,False
LRP5L,6.412116868428964,9267,False
ASAH1,6.41197593305294,9268,False
SPN,6.411319562379433,9269,False
BMERB1,6.411139509880743,9270,False
HEATR1,6.411094431953433,9271,False
MAMDC4,6.411060114420896,9272,False
ANO3,6.41041716348839,9273,False
TMEM185A,6.4103493233114275,9274,False
NUP98,6.409965243122416,9275,False
SLC9A9,6.409542782598251,9276,False
HSFX1,6.40874831468762,9277,False
MNT,6.408731020874465,9278,False
ENSG00000260566,6.408412596472837,9279,False
STX16,6.408099195356964,9280,False
PLA1A,6.4079736168877055,9281,False
TIMM23B-AGAP6,6.407437141762375,9282,False
SAT1,6.407401614056977,9283,False
MAP4K2,6.4072130459399945,9284,False
PUF60,6.4069723266240795,9285,False
FCRL5,6.406568676486174,9286,False
NDUFA11,6.4064830919045335,9287,False
CPEB3,6.406238643232211,9288,False
KIF3B,6.406191445366396,9289,False
IRF4,6.405785946402998,9290,False
PSMB9,6.405413302804123,9291,False
IFNAR2,6.405404195128954,9292,False
TYRO3,6.404897481406742,9293,False
UCK2,6.404121882521003,9294,False
EXOC3L1,6.403687825052968,9295,False
LMAN2,6.402524136834019,9296,False
DOC2GP,6.402434238472591,9297,False
AUH,6.401569278661807,9298,False
RTL8A,6.401303280553406,9299,False
SIDT1,6.401187212175094,9300,False
MPP4,6.400820577531261,9301,False
CDC14A,6.400614428033599,9302,False
BAZ2A,6.4004443464686736,9303,False
ZNF623,6.400426036442321,9304,False
PPP1CC,6.400207115041942,9305,False
POU2AF1,6.40012245487727,9306,False
TSHZ1,6.400052355642239,9307,False
GSR,6.399874042103871,9308,False
ZNF385D,6.399793099900954,9309,False
ENSG00000251615,6.399416173593032,9310,False
ENSG00000289502,6.398657402982942,9311,False
ENSG00000289512,6.398650048938606,9312,False
P2RX6,6.398572953548307,9313,False
TRIM16,6.398324654179632,9314,False
DHX40,6.398038856703633,9315,False
FAM3A,6.397767622906405,9316,False
CD5,6.397561961782825,9317,False
ENSG00000262633,6.3973535219926925,9318,False
PRMT7,6.397231065436499,9319,False
BEND7,6.397115321202403,9320,False
MIR181A1HG,6.396686695111762,9321,False
HIVEP3,6.396667642479656,9322,False
ENSG00000287263,6.3962835241603795,9323,False
AGXT,6.396210904192581,9324,False
ACIN1,6.396018823427465,9325,False
PTGIR,6.395821929208796,9326,False
LILRB2,6.395517081282561,9327,False
HCG18,6.395061736793009,9328,False
ARF4,6.395017881775824,9329,False
DENND4A,6.394618305559598,9330,False
TUBA3D,6.394561925399203,9331,False
PRKAB2,6.393215780745859,9332,False
C19ORF38,6.393170656690505,9333,False
SLC38A11,6.392860957125964,9334,False
DHRS11,6.392477982465656,9335,False
SOGA3,6.392458645152877,9336,False
AATF,6.392304782970728,9337,False
ATP5PO,6.391946931417629,9338,False
OSBP,6.391215204075584,9339,False
GCNT4,6.391215084515686,9340,False
PDPK1,6.391087199534774,9341,False
TRIM38,6.390885630320221,9342,False
CDV3,6.390411739608764,9343,False
SP2,6.390099057676889,9344,False
FBXL12,6.388227596511028,9345,False
PSMB9,6.387799071797751,9346,False
SLFN12,6.387782738875662,9347,False
NFYA,6.387618294709802,9348,False
ENSG00000288754,6.3874381184699995,9349,False
VKORC1,6.3869440618555275,9350,False
H2BC3,6.38588495624285,9351,False
MEG8,6.385654270637716,9352,False
NDUFA6-DT,6.385579840723312,9353,False
VAMP2,6.385454098576216,9354,False
ENSG00000253369,6.385199766074323,9355,False
PTAR1,6.385066599369518,9356,False
FAM72C,6.385028041607954,9357,False
POLD2,6.384936656794335,9358,False
LINC00842,6.3844197639258855,9359,False
CYB561D1,6.383981360210409,9360,False
SULT4A1,6.383935671199764,9361,False
ENSG00000287900,6.383737844996882,9362,False
ALKBH6,6.383558174242634,9363,False
LBX2-AS1,6.382996738707945,9364,False
ENSG00000232682,6.3825783196654955,9365,False
PDCD6IP,6.382401104175869,9366,False
RTL10,6.382301240865762,9367,False
BAIAP2-DT,6.3822287382785206,9368,False
NAALADL1,6.381946691204747,9369,False
CCND2-AS1,6.381764608921395,9370,False
STRBP,6.381756528737458,9371,False
RASA4B,6.381509238838869,9372,False
IGFBP1,6.380433035352295,9373,False
DNAJC4,6.380167418538781,9374,False
JOSD1,6.3801448954515,9375,False
FAM157C,6.379306090158623,9376,False
NME3,6.378419441361873,9377,False
TBCD,6.377623001859131,9378,False
DONSON,6.377581300799188,9379,False
CLDN3,6.3766708362558076,9380,False
TMTC4,6.376234402354987,9381,False
B3GLCT,6.3762286372035,9382,False
ZFP36L1,6.376145075124724,9383,False
LINC01609,6.376082980744299,9384,False
WWC3,6.3757642324528225,9385,False
ZNF300,6.375661454735159,9386,False
FLCN,6.375546953501816,9387,False
CASD1,6.375262916170197,9388,False
ARCN1,6.374944292897415,9389,False
FNIP2,6.374762724303793,9390,False
PKD1L1,6.374635904389946,9391,False
NEU1,6.37454208133078,9392,False
NEU1,6.37454208133078,9393,False
AP1S2,6.374517633696907,9394,False
SIL1,6.374249358999347,9395,False
PURB,6.373920319526234,9396,False
MFSD1,6.373763265497233,9397,False
LINC01182,6.373690409884944,9398,False
COL18A1-AS1,6.373531624460223,9399,False
ENSG00000261054,6.372637147643835,9400,False
KDM4C,6.372523383991074,9401,False
SMG7,6.3725069754978065,9402,False
PRKG2,6.372334879512687,9403,False
NTS,6.372305307329351,9404,False
ELL2,6.372235486106266,9405,False
MANF,6.372092026535843,9406,False
FBXO44,6.371865498071672,9407,False
MID2,6.371533229066788,9408,False
ENSG00000225032,6.370857604339544,9409,False
MCU,6.370820466988362,9410,False
PLEKHJ1,6.370556409275428,9411,False
F7,6.370443204010349,9412,False
QKI,6.369588356339024,9413,False
NIN,6.369156086075273,9414,False
FGF16,6.368955037546338,9415,False
ASAP1,6.368486717676614,9416,False
TNXB,6.3683770090288165,9417,False
ENSG00000261786,6.368051485783674,9418,False
MAPK7,6.367958276939735,9419,False
XRCC6,6.367856250596264,9420,False
PRKCI,6.36662915380854,9421,False
OXER1,6.366487251309774,9422,False
CTTN,6.366483600282114,9423,False
CTTN,6.366483600282114,9424,False
NIPAL1,6.366417157799343,9425,False
RICTOR,6.36527797761893,9426,False
UBE2J1,6.365219421803008,9427,False
MAB21L1,6.365192586150875,9428,False
ENSG00000225313,6.365004709916945,9429,False
IPO5P1,6.364960745865575,9430,False
EPSTI1,6.364740379318235,9431,False
CRABP1,6.364258703885,9432,False
PARD3B,6.363359183654959,9433,False
PSMC3,6.363195859308033,9434,False
MIPEP,6.363001679193404,9435,False
PRKDC,6.362537162575347,9436,False
MAPK1,6.362437857972831,9437,False
FBXO28,6.361754347498194,9438,False
WIPF1,6.3615697680370795,9439,False
KLF12,6.361325503373328,9440,False
PLEKHG6,6.36126960094373,9441,False
KIAA0513,6.361255471874833,9442,False
ENSG00000284606,6.361165548949102,9443,False
CYBC1,6.3590932693443,9444,False
HLA-DRB3,6.358828234797365,9445,False
ENSG00000254400,6.358138688145973,9446,False
TDRKH,6.358063578593568,9447,False
CIAO3,6.357838977651684,9448,False
GGA2,6.357335896532723,9449,False
SLC16A6,6.357282391407975,9450,False
CCDC190,6.3571795771916895,9451,False
GFAP,6.35706156763909,9452,False
WNT3,6.356235088602871,9453,False
RAB5IF,6.356134073613209,9454,False
RPSAP52,6.356121852116055,9455,False
C10ORF71-AS1,6.355890547256437,9456,False
CYP2A6,6.355512288968578,9457,False
TTC13,6.355464981761148,9458,False
EEF1D,6.354958248688953,9459,False
MCCC1,6.354913547434838,9460,False
IRS2,6.354893503049068,9461,False
RNF182,6.353286286280039,9462,False
PAXX,6.3531595779837975,9463,False
PLAAT5,6.35281622180831,9464,False
RPL13P12,6.352234036097864,9465,False
ASGR1,6.352154197338915,9466,False
ENSG00000289701,6.3520939800352405,9467,False
CCDC183-AS1,6.351983545087063,9468,False
CCDC160,6.350976545434889,9469,False
ENSG00000285942,6.350971245223562,9470,False
ACAT1,6.350442232229865,9471,False
GINS2,6.350232798043949,9472,False
EPC2,6.350110794722008,9473,False
UQCRFS1,6.34998163404799,9474,False
ENSG00000281195,6.349473171332152,9475,False
PGP,6.349029901972984,9476,False
DMAP1,6.348965833729052,9477,False
CCZ1B,6.348951985465496,9478,False
PEMT,6.3485962925919575,9479,False
LINC00937,6.348517911416857,9480,False
DTD2,6.348481630602436,9481,False
UBL4A,6.347734926160678,9482,False
LST1,6.347705092558433,9483,False
TK2,6.347584359240462,9484,False
HEATR5B,6.347128197727839,9485,False
IMPA2,6.346939094650515,9486,False
ETF1,6.346818492808293,9487,False
ORAI3,6.346812635866328,9488,False
MICU3,6.346763447598522,9489,False
CFTR,6.346482179530613,9490,False
ATF7,6.346399948812977,9491,False
ZMAT3,6.345781343199756,9492,False
DNAJB4,6.34564106659417,9493,False
HNRNPA0,6.344832092007185,9494,False
SLITRK2,6.344384442420386,9495,False
AGO4,6.344323831977262,9496,False
UGDH,6.343850504804622,9497,False
LINC01018,6.3437691584465306,9498,False
NDC80,6.3437443515813285,9499,False
TANGO2,6.343711100153625,9500,False
ZNF793-AS1,6.343501162592572,9501,False
TRAPPC11,6.342124158498998,9502,False
PLA2G4C,6.341378178383966,9503,False
MGAM,6.341142903157591,9504,False
BDH1,6.341124564625806,9505,False
REM1,6.34091566518932,9506,False
VPS11,6.340564730153695,9507,False
ANKRD20A8P,6.340446442594582,9508,False
TMED1,6.339024840918693,9509,False
DIO3,6.338372161404115,9510,False
TEX2,6.338118614573381,9511,False
FUOM,6.337877933001526,9512,False
CHN1,6.337606020781245,9513,False
VEGFB,6.337180963818695,9514,False
POLDIP2,6.336341992420897,9515,False
PCDHA4,6.336309682536186,9516,False
ELOVL5,6.335646799085132,9517,False
SLC15A4,6.335646695760651,9518,False
TMEM205,6.33528383712051,9519,False
OSCAR,6.335275758982382,9520,False
PEX16,6.335238839423111,9521,False
KLHDC10,6.334572215372962,9522,False
CACNA2D1-AS1,6.334313770554469,9523,False
HSDL2,6.334202079719877,9524,False
OIP5,6.333806707581281,9525,False
AGAP1,6.333355901085225,9526,False
ATXN1-AS1,6.3333261309221145,9527,False
PEF1,6.333238977419986,9528,False
VPS54,6.332799426334979,9529,False
MKX,6.33213703629961,9530,False
ENSG00000289758,6.332128503050324,9531,False
TTC31,6.331684336425397,9532,False
SPTLC2,6.3315719176784695,9533,False
GRM8,6.331568793285002,9534,False
IVNS1ABP,6.331347204984001,9535,False
WWP1,6.331255982659982,9536,False
NEXMIF,6.331061649121785,9537,False
MPZL3,6.330488178916149,9538,False
OXSR1,6.330119846296278,9539,False
SLITRK6,6.329582313722222,9540,False
BABAM1,6.329070809225902,9541,False
LOXHD1,6.328318868669705,9542,False
KLC1-AS1,6.328123070009121,9543,False
IL1RAPL1,6.327666737232296,9544,False
ZDHHC15,6.327584968702919,9545,False
XKR4,6.326793207632901,9546,False
L3MBTL4-AS1,6.326568130890195,9547,False
ALDH3A2,6.325614090873828,9548,False
ACADSB,6.325381857097812,9549,False
CYFIP1,6.325349978418094,9550,False
CKMT1B,6.3246443424534275,9551,False
CDC42BPG,6.324590909725363,9552,False
ZNF623,6.324112294888177,9553,False
SPIRE1,6.323405669609462,9554,False
CALB1,6.323118388452074,9555,False
L3MBTL1,6.3230514629238215,9556,False
RYK,6.3217910346089035,9557,False
HECTD1,6.321678868710051,9558,False
EHMT2,6.321367060727034,9559,False
CA1,6.320960728827839,9560,False
FBXO7,6.320822736698603,9561,False
SYT17,6.3201768407367025,9562,False
ROCK1P1,6.319613794969529,9563,False
PDE8A,6.318702829148911,9564,False
CD3D,6.31862727359236,9565,False
JMJD7-PLA2G4B,6.31831101261275,9566,False
MCFD2,6.317981591218355,9567,False
PISD,6.317212913202742,9568,False
MFHAS1,6.316517591922299,9569,False
TMEM151A,6.316472824978029,9570,False
ZNF316,6.315647173066474,9571,False
IMPDH1P10,6.315157424012297,9572,False
CYP2U1,6.31503261152113,9573,False
TRIM65,6.314925567483403,9574,False
EIF3D,6.3142477193431255,9575,False
SHOC1,6.313985204794203,9576,False
NEFH,6.31352367562595,9577,False
SCML4,6.313127252580175,9578,False
NLE1,6.312809289844926,9579,False
CMTM3,6.312749945660535,9580,False
KCNJ15,6.312738478872706,9581,False
ENSG00000282377,6.312436905589574,9582,False
STAG1,6.312250119094319,9583,False
ENSG00000254680,6.3119822919586035,9584,False
MTX1,6.31156744995422,9585,False
EGFL8,6.311142775619124,9586,False
RPL7,6.311101405859189,9587,False
CYP2D7,6.310655679600201,9588,False
HAUS4,6.310453225339034,9589,False
ANAPC1,6.310213691950569,9590,False
SERTAD2,6.30933534548761,9591,False
PSMB9,6.309272900307591,9592,False
PSMB9,6.309272900307591,9593,False
HAGLR,6.309264701521572,9594,False
WHAMMP2,6.308977758414779,9595,False
PRUNE1,6.308748781707712,9596,False
CD226,6.308060854790595,9597,False
ENSG00000249773,6.307892142102128,9598,False
DDX49,6.307720515641617,9599,False
ASDURF,6.307617906487439,9600,False
ENSG00000285634,6.30687841523251,9601,False
DUSP16,6.3067240881094255,9602,False
DUSP16,6.3067240881094255,9603,False
CRNDE,6.306360862057143,9604,False
XPNPEP1,6.305132670788625,9605,False
UBE2T,6.304699251635664,9606,False
LINC01722,6.304400109457882,9607,False
H1-1,6.303797155523133,9608,False
ENSG00000289130,6.3036168936532775,9609,False
SCG5,6.303438062084668,9610,False
CLTA,6.302948173824101,9611,False
LSM2,6.302881019320153,9612,False
C2CD4C,6.302829928775319,9613,False
ENSG00000282936,6.302370102748915,9614,False
GSTT2,6.302318685867257,9615,False
LHPP,6.302288454952069,9616,False
KHK,6.302114221953181,9617,False
RNH1,6.301333965653337,9618,False
SLC7A4,6.300830837326004,9619,False
NACA4P,6.30064871212167,9620,False
TCAF2,6.300634865393701,9621,False
AK4P1,6.300581813664528,9622,False
ZNF511,6.299880554635688,9623,False
DHPS,6.299533923741556,9624,False
NUS1,6.2993791184756605,9625,False
GMPR2,6.299281571353794,9626,False
SLC25A32,6.299246414328374,9627,False
ONECUT1,6.29922189298779,9628,False
INMT-MINDY4,6.2983412212466305,9629,False
KLHL34,6.298137413690079,9630,False
TPRG1,6.297463406391542,9631,False
NTF4,6.297197002349063,9632,False
KBTBD8,6.297092660031408,9633,False
RGS20,6.296212840707805,9634,False
SLC13A3,6.296080010323099,9635,False
KIF15,6.295889557637799,9636,False
KIF15,6.295889557637799,9637,False
TOGARAM2,6.295746104775598,9638,False
NME1,6.295649471669794,9639,False
CPLANE2,6.295600689224524,9640,False
RASAL2,6.295423541389465,9641,False
SMARCA2,6.295155325171255,9642,False
RHBDL1,6.294934756126207,9643,False
RDH16,6.294832957004315,9644,False
EFR3A,6.2947994072984,9645,False
LINC00491,6.294405785550633,9646,False
ECPAS,6.294340656220964,9647,False
RASA2,6.294146701077086,9648,False
ENSG00000225339,6.29399567301984,9649,False
NUBP2,6.293291740752802,9650,False
CEP192,6.29283217666467,9651,False
WRAP53,6.292825236951761,9652,False
L3MBTL3,6.292775037612856,9653,False
ABALON,6.292510791531712,9654,False
PARD6B,6.292425878155852,9655,False
ENSG00000233928,6.292405132747682,9656,False
OMG,6.292383584146014,9657,False
FAM162B,6.2923255294608635,9658,False
RND1,6.292127472935869,9659,False
IVD,6.291998046386747,9660,False
BRPF1,6.291676819925366,9661,False
SLC38A7,6.291452260644903,9662,False
ZC3H18,6.2909995596755905,9663,False
ZNF274,6.290774940339741,9664,False
ANKRD44,6.290634236092858,9665,False
WDR45B,6.290503748359505,9666,False
TSPAN3,6.290297681405455,9667,False
FAR2P3,6.2902423367800955,9668,False
ENSG00000286458,6.289195037842649,9669,False
TIMM17B,6.288712209617853,9670,False
NRIP3,6.2886776171406735,9671,False
TXLNA,6.287645434130512,9672,False
PROK2,6.2870897759668845,9673,False
CLSPN,6.287081844433827,9674,False
ZRANB1,6.287029671712576,9675,False
ADCK5,6.286396087643928,9676,False
ADCK5,6.286396087643928,9677,False
TNFRSF8,6.2853612286872504,9678,False
FERMT1,6.285161045453525,9679,False
AAR2,6.2850461320934174,9680,False
UBL7,6.284975036002189,9681,False
UBL7,6.284975036002189,9682,False
RRP36,6.284231294718336,9683,False
VAMP7,6.28416151803746,9684,False
SPDYE2B,6.282733865727877,9685,False
EIF4B,6.2823541551668916,9686,False
ENSG00000243225,6.282310025898488,9687,False
CCDC74B,6.28202894423083,9688,False
SEMA4F,6.28105018073712,9689,False
NOTCH4,6.280646428322303,9690,False
ENSG00000228113,6.280642718805299,9691,False
ENSG00000284391,6.280390976439817,9692,False
RP2,6.2802176230261795,9693,False
SMARCC1,6.280205421954622,9694,False
H4-16,6.279721880430436,9695,False
CSGALNACT2,6.279306223712185,9696,False
ZFAND5,6.278976963223643,9697,False
SYT12,6.278782994245769,9698,False
CDCA7L,6.278367053019535,9699,False
PAK3,6.278295368314595,9700,False
FEZF2,6.278112073619519,9701,False
CD2BP2,6.277409946126073,9702,False
PXYLP1,6.276975882896696,9703,False
GRK5,6.276834730132471,9704,False
ESS2,6.27607519102997,9705,False
ENSG00000230551,6.275976883925655,9706,False
VPS8,6.275975769730249,9707,False
RPL35,6.275215228714945,9708,False
GRHPR,6.275138635389274,9709,False
AGAP7P,6.274544334601586,9710,False
PROSER1,6.274078499259397,9711,False
RRM2B,6.273487013014033,9712,False
SMG9,6.2734455091010775,9713,False
DEF6,6.273377356194917,9714,False
SAFB,6.273119026175071,9715,False
OGFOD3,6.2728145974772636,9716,False
ZNF211,6.272323508609872,9717,False
IFT27,6.272080573859314,9718,False
SSR3,6.271741088286914,9719,False
ELAVL2,6.271697719156027,9720,False
MED9,6.271558362481552,9721,False
ALPK1,6.271550742366757,9722,False
KYNU,6.271529091930131,9723,False
ENOX1,6.271254946691958,9724,False
ZNF117,6.271133249964755,9725,False
ARFRP1,6.270745867724163,9726,False
KDM8,6.2701627770621045,9727,False
IFNGR1,6.269988313423327,9728,False
FAM3C,6.2688521479052985,9729,False
USP40,6.268785079950831,9730,False
TLDC2,6.268292507139677,9731,False
RPLP1,6.268146806348752,9732,False
STAG3L5P,6.268013799676429,9733,False
ENSG00000187951,6.267622936351911,9734,False
IFI27L2,6.2675190455841605,9735,False
DYNC1LI2,6.267222606168072,9736,False
TOM1L1,6.2672192326485305,9737,False
ZFP91,6.2665615969156265,9738,False
CLUHP3,6.266557114661565,9739,False
CDC7,6.26643351696022,9740,False
APC2,6.26642391492279,9741,False
SUFU,6.266389723517366,9742,False
JDP2,6.266386648267571,9743,False
DDIAS,6.266312811162668,9744,False
NPIPA8,6.2662867824883515,9745,False
ENSG00000282051,6.266215481112509,9746,False
ELP1,6.266012802055553,9747,False
LILRA6,6.265473870029019,9748,False
VANGL1,6.264929151638623,9749,False
LHX4,6.264003235566265,9750,False
LINC02381,6.263839600477002,9751,False
INPP1,6.2636977503345905,9752,False
EHMT2,6.263313396146723,9753,False
AHSA1,6.263302411596637,9754,False
CYP4V2,6.26328016345991,9755,False
FAT2,6.263176528121266,9756,False
CCDC136,6.263052229069592,9757,False
CREBBP,6.262760026072798,9758,False
IMPDH2,6.262250293692239,9759,False
NDFIP1,6.262164945147551,9760,False
SNRNP40,6.262105194837416,9761,False
SMPDL3A,6.261617066314698,9762,False
SLC8A3,6.261583871532527,9763,False
RWDD3-DT,6.261329682032562,9764,False
KCNC4,6.261290157041905,9765,False
TMCO6,6.26036982836985,9766,False
SEPHS2,6.2603487172700945,9767,False
ERLIN2,6.260021687512483,9768,False
TASOR2,6.259927014681111,9769,False
AHCTF1,6.259553594643906,9770,False
LY6K,6.258995172050124,9771,False
ARHGEF9,6.25821591121234,9772,False
PPM1J,6.258022599639052,9773,False
CDON,6.2579428989856,9774,False
SNX18,6.2567296565039285,9775,False
CAMK2G,6.256460153759255,9776,False
ENSG00000286033,6.256390705143507,9777,False
RPL6,6.2563041437662426,9778,False
SNX19,6.256143633157112,9779,False
INAVA,6.2561099671590075,9780,False
C6ORF223,6.255855996868823,9781,False
TNFSF15,6.255465883149943,9782,False
SAC3D1,6.2549224198594215,9783,False
PDXDC1,6.254804001217577,9784,False
VDAC1,6.254550438871526,9785,False
ENSG00000286075,6.254514533442368,9786,False
GSDMB,6.254401824746432,9787,False
ENSG00000233388,6.254391009498393,9788,False
ARHGAP27P1-BPTFP1-KPNA2P3,6.254193574354195,9789,False
HEIH,6.254056999719341,9790,False
LINC03000,6.253603484778321,9791,False
SFPQ,6.253603354353498,9792,False
PPP2CB,6.25339882629904,9793,False
LINC01727,6.253010129606545,9794,False
IL31RA,6.252892363989508,9795,False
ENSG00000288899,6.252641936362885,9796,False
PARP15,6.2525618188709995,9797,False
VLDLR-AS1,6.252381760268798,9798,False
BLMH,6.2520824559156525,9799,False
IGHG3,6.251571134280303,9800,False
PPIEL,6.251116967949486,9801,False
LMBR1,6.250818134414382,9802,False
SDHB,6.250643670199858,9803,False
ENSG00000254002,6.250190993735724,9804,False
H4C15,6.249606604362991,9805,False
PAIP1,6.249453363925659,9806,False
PENK-AS1,6.249417861877882,9807,False
HIGD1B,6.249124607754609,9808,False
MIB1,6.247709875301396,9809,False
RERGL,6.247628119674436,9810,False
IQCN,6.247506044262635,9811,False
SORD,6.246800145842241,9812,False
ZNRF2,6.245498946981408,9813,False
ENSG00000260947,6.2454939575181685,9814,False
GCNT1,6.245285896945822,9815,False
ARSA,6.245234921817095,9816,False
GOLGA8H,6.244698885316384,9817,False
MCAT,6.244649852283431,9818,False
TRIM37,6.244058665869224,9819,False
LINC01176,6.24391416948784,9820,False
ZNF746,6.243415954892918,9821,False
FAM222B,6.243174910373988,9822,False
KDM1B,6.243158674696109,9823,False
RBM38-AS1,6.242897400394287,9824,False
CPPED1,6.242706875787782,9825,False
URM1,6.241802241640538,9826,False
ITPR1,6.241567147053107,9827,False
LINC02197,6.241158411082168,9828,False
RAB8B,6.241048490162848,9829,False
ITPA,6.240171701145297,9830,False
SOCS6,6.239696012632087,9831,False
LINC01949,6.23966410397964,9832,False
NUDT16,6.239528962631508,9833,False
ACAD9,6.2393150864121,9834,False
RASSF9,6.238915492906351,9835,False
HCAR2,6.238559833538899,9836,False
PABPC1,6.238212183193021,9837,False
SAMD5,6.237662763252546,9838,False
MSL1,6.236454436484161,9839,False
TNR,6.236332064108021,9840,False
ACAT2,6.2353869564113635,9841,False
ZNF641,6.234881393101999,9842,False
TARS1,6.234293428879432,9843,False
SERPINA10,6.23423810531367,9844,False
PRKX,6.233919309471739,9845,False
PITPNA,6.233721818078212,9846,False
MYEOV,6.233648768866091,9847,False
ENSG00000285103,6.233448063990539,9848,False
HERC2P9,6.233063220028936,9849,False
MRGBP,6.233010038095395,9850,False
LINC00844,6.232834891022949,9851,False
ENSG00000286112,6.232358388560782,9852,False
RETREG2,6.232159436565983,9853,False
SIRT2,6.232100569797682,9854,False
ENSG00000273221,6.231741191061717,9855,False
RABAC1,6.230592617127991,9856,False
KCTD13,6.23054467889639,9857,False
RFK,6.230389895678857,9858,False
MAP3K4,6.2294704667374,9859,False
CYP2C9,6.22923463781749,9860,False
ANKMY1,6.228814865768696,9861,False
GNPNAT1,6.228700417744908,9862,False
NAAA,6.228057404489243,9863,False
TWNK,6.227857352330236,9864,False
FOLH1,6.22717821955633,9865,False
FOXO6,6.227119386236702,9866,False
MT1F,6.226700405934452,9867,False
GTF2IP13,6.226375692459677,9868,False
ENSG00000258757,6.225977781987727,9869,False
ZNF324,6.225481694336235,9870,False
ARHGEF35-AS1,6.225361221657498,9871,False
PAFAH1B1,6.225238318773437,9872,False
H1-2,6.224693663890271,9873,False
KAT8,6.224461825144634,9874,False
EFNA4,6.224419499110152,9875,False
TTBK2,6.224069017165731,9876,False
ADORA3,6.223881163098478,9877,False
LRRC75A,6.22352390357446,9878,False
NINJ2,6.223522812327532,9879,False
ZNF416,6.221812878292145,9880,False
SRSF12,6.220961149284314,9881,False
FCHSD2,6.2208097216339775,9882,False
ENSG00000281650,6.220807076861711,9883,False
IL24,6.220653173033661,9884,False
ANKIB1,6.220590694406036,9885,False
NOB1,6.220589939562893,9886,False
MBTPS2,6.220059865359104,9887,False
ENSG00000287255,6.219971997120229,9888,False
REXO5,6.219643262585607,9889,False
TET2,6.219573190993705,9890,False
TSBP1-AS1,6.219036172012471,9891,False
KHDRBS1,6.218888355409713,9892,False
PCSK2,6.21872247548715,9893,False
LINC01186,6.218455254901357,9894,False
RIMBP3,6.218039272839197,9895,False
C6ORF120,6.21773926137208,9896,False
IRF7,6.217681120775882,9897,False
CRYZ,6.217145478787462,9898,False
HDHD2,6.2169279580914,9899,False
CLDN10,6.216703845855619,9900,False
ENSG00000253284,6.21647065807366,9901,False
COP1,6.215689864024664,9902,False
ITSN2,6.21553833925721,9903,False
MPZ,6.215392074424856,9904,False
H3C13,6.215391162314193,9905,False
LRRC8D,6.214655604886558,9906,False
ENSG00000286890,6.214562230712073,9907,False
TTC28,6.214070481666577,9908,False
WARS2-IT1,6.213648082688038,9909,False
GRHL2,6.213626134209614,9910,False
TASL,6.213416945394035,9911,False
ZNF594,6.21292205616816,9912,False
BCKDK,6.212906691656535,9913,False
TPM3,6.21284002706481,9914,False
TRIM21,6.212797856279639,9915,False
UACA,6.212731723215239,9916,False
GPR141,6.212644869892722,9917,False
BBS10,6.2115105016115235,9918,False
CDKN1B,6.211482119624134,9919,False
ENSG00000213144,6.210766879478039,9920,False
GTF2H4,6.210762749114152,9921,False
GTF2H4,6.210762749114152,9922,False
EPHB1,6.2105570857277375,9923,False
ENSG00000288869,6.210401860560082,9924,False
SLC2A9,6.2103266280019875,9925,False
BAZ1B,6.210217374354362,9926,False
WDR90,6.209757632818995,9927,False
ENSG00000288579,6.209505583757308,9928,False
CCNJL,6.209367941603416,9929,False
HAUS7,6.209162276727996,9930,False
RPP21,6.208950959837039,9931,False
RPP21,6.208950959837039,9932,False
PLCE1-AS1,6.208813612286606,9933,False
MFSD14B,6.208679391700477,9934,False
ABCF1,6.208553680108115,9935,False
ABCF1,6.208553680108115,9936,False
ABCF1,6.208553680108115,9937,False
TOB2,6.208278086109372,9938,False
FAM149A,6.207379744785486,9939,False
TGFBRAP1,6.207125495935861,9940,False
RUBCNL,6.206975875780928,9941,False
KDM6A,6.206788497586637,9942,False
ENSG00000255730,6.206269980832227,9943,False
VPS4A,6.206201734923555,9944,False
ACTR3,6.206125911510019,9945,False
TMPO,6.205939132439283,9946,False
DEPDC7,6.205926075443464,9947,False
AHSA2P,6.20544368159605,9948,False
TSSC2,6.205438255166703,9949,False
NEK4,6.2051717768494585,9950,False
FAM229A,6.204705449101463,9951,False
CHAD,6.204634697549566,9952,False
ZSWIM6,6.204183211618914,9953,False
NPIPB15,6.204094576860478,9954,False
DCAF1,6.203750136496238,9955,False
ARL2BP,6.2028324811970705,9956,False
NUP160,6.202734508432142,9957,False
IDH3G,6.202675454786236,9958,False
ENSG00000261684,6.2025541102944635,9959,False
SLC35A2,6.201916700219886,9960,False
IDI2-AS1,6.201789082306233,9961,False
ANKS1B,6.201577057776905,9962,False
MEF2C,6.201450515493471,9963,False
RINT1,6.201114414574093,9964,False
SH3TC2,6.200998397767554,9965,False
ARHGAP8,6.200762034674949,9966,False
RFFL,6.200516647809179,9967,False
LSM14A,6.200188409969364,9968,False
GPR18,6.199790776159151,9969,False
ZBTB40,6.1995565379463775,9970,False
LRRC55,6.199053506539365,9971,False
SKAP1,6.198871929566131,9972,False
USP46,6.1985920530211835,9973,False
ENSG00000234352,6.198287620379976,9974,False
CRLS1,6.198130264419007,9975,False
TMC3,6.19799003758856,9976,False
CRK,6.197522683866511,9977,False
CNOT6,6.197454691837541,9978,False
SPAG9,6.197409905055399,9979,False
NUDT16L1,6.197038116784875,9980,False
