variant,negative_pool,n_folds_ran,n_folds_skipped,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,f1_mean,f1_std,brier_mean,brier_std
BulkFormer-93M,neg_whole_corpus,5,0,0.9444390764877365,0.023014785039463047,0.897153598302911,0.040467772061995956,0.9096567583828967,0.020185776521224875,0.8317897844892957,0.08223374397254765,0.9356258442629717,0.012281048088523717,0.8196817206589099,0.04792276561567176,0.07204032689332962,0.01708113247451573
